work,book,line,sentence_id,verb_lemma,voice,mood,tense,sbj,obj,pnom,obliques,n_args
Odyssey,5,84,2186798,λείβω,active,p,p,,δάκρυον,,,1
Odyssey,5,85,2186799,ἐρεείνω,active,i,i,Καλυψώ|δῖος,Ἑρμῆς,,,3
Odyssey,5,86,2186799,ἱδρύω,active,p,a,,,,ἐν:d:θρόνος,1
Odyssey,5,87,2186800,ἔρχομαι,active,i,r,,ἐγώ,,,1
Odyssey,5,88,2186801,θαμίζω,active,i,p,,,,,0
Odyssey,5,89,2186802,αὐδάω,active,m,p,,,,,0
Odyssey,5,89,2186802,φρονέω,active,i,p,,ὅς,,,1
Odyssey,5,89,2186803,τελέω,active,n,a,ἐγώ,,,,1
Odyssey,5,89,2186803,ἄνωγα,active,i,r,θυμός,,,,1
Odyssey,5,90,2186803,δύναμαι,medio-passive,i,p,,,,,0
Odyssey,5,90,2186803,τελέω,active,n,a,,,,,0
Odyssey,5,90,2186803,τελέω,medio-passive,p,r,,,,,0
Odyssey,5,90,2186803,εἰμί,active,i,p,,,,,0
Odyssey,5,91,2186804,ἕπομαι,medio-passive,m,p,,,,,0
Odyssey,5,91,2186804,τίθημι,active,s,a,,σύ|ξένιος,,,2
Odyssey,5,92,2186805,φωνέω,active,p,a,,,,,0
Odyssey,5,92,2186805,παρατίθημι,active,i,a,,τράπεζα,,,1
Odyssey,5,93,2186805,πίμπλημι,active,p,a,,ἀμβροσίη,,,1
Odyssey,5,93,2186805,κεράννυμι,active,i,a,,νέκταρ,,,1
Odyssey,5,94,2186806,πίνω,active,i,i,,,,,0
Odyssey,5,94,2186806,ἔσθω,active,i,i,,,,,0
Odyssey,5,95,2186807,δειπνέω,active,i,a,,,,,0
Odyssey,5,95,2186807,ἀραρίσκω,active,i,a,,θυμός,,:d:ἐδωδή,2
Odyssey,5,96,2186807,ἀμείβω,medio-passive,p,p,,,,,0
Odyssey,5,96,2186807,προσεῖπον,active,i,a,,μιν,,:d:ἔπος,2
Odyssey,5,97,2186808,ἐρωτάω,active,i,p,,ἐγώ,,,1
Odyssey,5,97,2186808,ἔρχομαι,active,p,a,,,,,0
Odyssey,5,98,2186809,ἐνέπω,active,i,f,ἐγώ,σύ|μῦθος,,,3
Odyssey,5,98,2186810,κέλομαι,medio-passive,i,p,,,,,0
Odyssey,5,99,2186811,ἄνωγα,active,i,i,Ζεύς,,,,1
Odyssey,5,99,2186811,ἔρχομαι,active,n,a,ἐγώ,,,,1
Odyssey,5,99,2186811,ἐθέλω,active,p,p,,,,,0
Odyssey,5,100,2186812,διατρέχω,active,o,a,τις,ὕδωρ,,,2
Odyssey,5,102,2186813,ῥέζω,active,i,p,ὅς,θεός|ἱερός|ἑκατόμβη,,,4
Odyssey,5,103,2186814,εἰμί,active,i,p,θεός,νόος,,,2
Odyssey,5,104,2186814,παρεξέρχομαι,active,n,a,,,,,0
Odyssey,5,104,2186814,ἁλιόω,active,n,a,,,,,0
Odyssey,5,105,2186815,φημί,active,i,p,,,,,0
Odyssey,5,105,2186815,πάρειμι,active,n,p,ἀνήρ,σύ,,,2
Odyssey,5,106,2186815,μάχομαι,medio-passive,i,i,,,,περί:a:ἄστυ;:a:εἰναετής,2
Odyssey,5,107,2186815,πέρθω,active,p,a,,πόλις,,,1
Odyssey,5,107,2186815,βαίνω,active,i,a,,,,:d:δέκατος,1
Odyssey,5,108,2186816,ἀλιταίνω,middle,i,a,,Ἀθήνη,,ἐν:d:νόστος,2
Odyssey,5,109,2186816,ἐπόρνυμι,active,i,a,ὅς,σφεῖς|ἄνεμος|κῦμα,,,4
Odyssey,5,110,2186817,ἀποφθίνω,passive,i,a,ἑταῖρος,,,,1
Odyssey,5,111,2186817,φέρω,active,p,p,,,,,0
Odyssey,5,111,2186817,πελάζω,active,i,a,ἄνεμος|κῦμα,ὁ,,,3
Odyssey,5,112,2186818,ἄνωγα,active,i,l,,,,,0
Odyssey,5,112,2186818,ἀποπέμπω,active,n,p,σύ,ὁ,,:a:ταχύς,3
Odyssey,5,113,2186819,ὄλλυμι,middle,n,a,,,,ἀπονόσφι:g:φίλος,1
Odyssey,5,114,2186819,εἰμί,active,i,p,μοῖρα,φίλος,,εἰς:a:οἶκος;εἰς:a:γαῖα,4
Odyssey,5,114,2186819,εἶδον,active,n,a,,φίλος,,,1
Odyssey,5,114,2186819,ἱκνέομαι,middle,n,a,,,,εἰς:a:οἶκος;εἰς:a:γαῖα,2
Odyssey,5,116,2186820,φημί,middle,i,a,,,,,0
Odyssey,5,116,2186820,ῥιγέω,active,i,a,Καλυψώ|δῖος,,,,2
Odyssey,5,117,2186820,φωνέω,active,p,a,,,,,0
Odyssey,5,117,2186820,προσαυδάω,active,i,i,,μιν|ἔπος,,,2
Odyssey,5,118,2186821,εἰμί,active,i,p,,,σχέτλιος|ζηλήμων,:a:ἔξοχος,3
Odyssey,5,119,2186821,ἄγαμαι,medio-passive,i,p,ὅς,θεά,,,2
Odyssey,5,119,2186821,εὐνάζω,medio-passive,n,p,,,,παρά:d:ἀνήρ;:a:ἀμφάδιος,2
Odyssey,5,120,2186821,ποιέω,middle,s,a,τις,,,,1
Odyssey,5,121,2186822,αἱρέω,middle,i,a,ἠώς,Ὠρίων,,,2
Odyssey,5,122,2186822,ἄγαμαι,medio-passive,i,i,θεός,ἕ,,,2
Odyssey,5,122,2186822,ζῶ,active,p,p,,,,,0
Odyssey,5,124,2186822,ἐποίχομαι,medio-passive,p,p,,,,,0
Odyssey,5,124,2186822,κατέπεφνον,active,i,a,Ἄρτεμις,,,ἐν:d:Ὀρτυγία;:d:βέλος,3
Odyssey,5,126,2186823,εἴκω,active,p,a,,θυμός,,,1
Odyssey,5,126,2186823,μίγνυμι,passive,i,a,Δημήτηρ,̓ἰασίων,,:d:φιλότης;:d:εὐνή;ἐν:d:νειός,5
Odyssey,5,127,2186824,εἰμί,active,i,i,Ζεύς,,ἄπυστος,,2
Odyssey,5,128,2186824,κατέπεφνον,active,i,a,ὅς,μιν,,:d:κεραυνός,3
Odyssey,5,128,2186824,βάλλω,active,p,a,,,,,0
Odyssey,5,129,2186825,ἄγαμαι,medio-passive,i,p,,ἐγώ,,,1
Odyssey,5,129,2186825,πάρειμι,active,n,p,ἀνήρ,,,,1
Odyssey,5,130,2186826,σώζω,active,i,a,ἐγώ,ὁ,,,2
Odyssey,5,130,2186826,βαίνω,active,p,r,,,,περί:g:τρόπις,1
Odyssey,5,132,2186826,εἴλω,active,p,a,,ναῦς,,,1
Odyssey,5,132,2186826,κεάζω,active,i,a,Ζεύς,,,:d:κεραυνός;ἐν:d:πόντος,3
Odyssey,5,133,2186827,ἀποφθίνω,passive,i,a,ἑταῖρος,,,,1
Odyssey,5,134,2186827,φέρω,active,p,p,,,,,0
Odyssey,5,134,2186827,πελάζω,active,i,a,ἄνεμος|κῦμα,ὁ,,,3
Odyssey,5,135,2186828,φιλέω,active,i,i,,,,,0
Odyssey,5,135,2186828,τρέφω,active,i,i,,,,,0
Odyssey,5,135,2186828,φάσκω,active,i,i,,,,,0
Odyssey,5,136,2186828,τίθημι,active,n,f,,,,:a:ἦμαρ,1
Odyssey,5,137,2186829,εἰμί,active,i,p,θεός,νόος,,,2
Odyssey,5,138,2186829,παρεξέρχομαι,active,n,a,,,,,0
Odyssey,5,138,2186829,ἁλιόω,active,n,a,,,,,0
Odyssey,5,139,2186829,ἔρρω,active,m,p,,,,ἐπί:a:πόντος,1
Odyssey,5,139,2186829,ἐποτρύνω,active,i,p,,,,,0
Odyssey,5,139,2186829,ἄνωγα,active,i,p,,,,,0
Odyssey,5,140,2186830,πέμπω,active,i,f,ἐγώ,μιν,,,2
Odyssey,5,142,2186831,πέμπω,active,o,p,ὅς,μιν,,ἐπί:a:νῶτον,3
Odyssey,5,143,2186832,ὑποτίθημι,middle,i,f,,ἕ,,:n:πρόφρων,2
Odyssey,5,143,2186832,ἐπικεύθω,active,i,f,,,,,0
Odyssey,5,144,2186832,ἱκνέομαι,medio-passive,s,a,,γαῖα,,,1
Odyssey,5,145,2186833,προσεῖπον,active,i,a,Ἀργειφόντης,ὁ,,,2
Odyssey,5,146,2186834,ἀποπέμπω,active,m,p,,,,,0
Odyssey,5,146,2186834,ἐποπίζομαι,medio-passive,m,p,,μῆνις,,,1
Odyssey,5,147,2186834,κοτέω,middle,p,a,,,,,0
Odyssey,5,147,2186834,χαλεπαίνω,active,s,a,,σύ,,,1
Odyssey,5,148,2186835,φωνέω,active,p,a,,,,,0
Odyssey,5,148,2186835,ἀποβαίνω,active,i,a,Ἀργειφόντης,,,,1
Odyssey,5,150,2186836,εἶμι,active,i,i,ὁ|νύμφη,,,ἐπί:a:Ὀδυσσεύς,3
Odyssey,5,150,2186836,ἐπικλύω,active,i,a,,ἀγγελία,,,1
Odyssey,5,151,2186837,εὑρίσκω,active,m,a,,ὁ,,,1
Odyssey,5,151,2186837,κάθημαι,medio-passive,p,r,,,,ἐπί:g:ἀκτή,1
Odyssey,5,152,2186838,τέρσομαι,passive,i,i,ὄσσε,δάκρυον,,,2
Odyssey,5,152,2186838,κατείβω,medio-passive,i,i,αἰών,,,,1
Odyssey,5,153,2186838,ὀδύρομαι,medio-passive,p,p,,νόστος,,,1
Odyssey,5,153,2186838,ἁνδάνω,active,i,i,νύμφη,,,,1
Odyssey,5,154,2186839,ἰαύω,active,i,i,,,,:a:νύξ;:d:ἀνάγκη;ἐν:d:σπέος,3
Odyssey,5,155,2186839,ἐθέλω,active,p,p,,,,,0
Odyssey,5,155,2186839,ἐθέλω,active,p,p,,,,,0
Odyssey,5,156,2186840,καθίζω,active,p,p,,,,,0
Odyssey,5,157,2186840,ἐρέχθω,active,p,p,,θυμός,,:d:δάκρυον;:d:στοναχή;:d:ἄλγος,4
Odyssey,5,158,2186840,δέρκομαι,medio-passive,i,i,,,,:a:ἦμαρ;ἐπί:a:πόντος,2
Odyssey,5,158,2186840,λείβω,active,p,p,,δάκρυον,,,1
Odyssey,5,159,2186841,ἵστημι,medio-passive,p,p,,,,,0
Odyssey,5,159,2186841,προσφωνέω,active,i,i,δῖος,,,,1
Odyssey,5,160,2186842,ὀδύρομαι,medio-passive,m,p,,,,:d:ἐγώ,1
Odyssey,5,161,2186842,φθίω,active,m,p,αἰών,,,,1
Odyssey,5,161,2186843,ἀποπέμπω,active,i,f,,σύ,,,1
Odyssey,5,162,2186844,τέμνω,active,p,a,,δόρυ,,,1
Odyssey,5,162,2186844,ἁρμόζω,medio-passive,m,p,,σχεδία,,:d:χαλκός,2
Odyssey,5,163,2186845,πήγνυμι,middle,m,a,,ἴκρια,,ἐπί:g:αὐτός,2
Odyssey,5,164,2186845,φέρω,active,s,p,,σύ,,ἐπί:a:πόντος,2
Odyssey,5,166,2186846,ἐντίθημι,active,i,f,ἐγώ,σῖτος|ὕδωρ|οἶνος,,,4
Odyssey,5,166,2186846,ἐρύκω,active,o,p,ὅς,σύ|λιμός,,,3
Odyssey,5,167,2186846,ἀμφιάζω,active,i,f,,εἷμα,,,1
Odyssey,5,167,2186847,πέμπω,active,i,f,,σύ|οὖρος,,,2
Odyssey,5,168,2186847,ἱκνέομαι,medio-passive,s,a,,γαῖα,,,1
Odyssey,5,169,2186847,ἐθέλω,active,s,p,θεός,,,,1
Odyssey,5,169,2186847,ἔχω,active,i,p,ὁ,οὐρανός,,,2
Odyssey,5,170,2186847,εἰμί,active,i,p,ὅς,,φέρτατος,,2
Odyssey,5,170,2186847,νοέω,active,n,a,,,,,0
Odyssey,5,170,2186847,κραίνω,active,n,a,,,,,0
Odyssey,5,171,2186848,φημί,middle,i,a,,,,,0
Odyssey,5,171,2186848,ῥιγέω,active,i,a,Ὀδυσσεύς,,,,1
Odyssey,5,172,2186848,φωνέω,active,p,a,,,,,0
Odyssey,5,172,2186848,προσαυδάω,active,i,i,,μιν|ἔπος,,,2
Odyssey,5,173,2186849,μήδομαι,medio-passive,i,p,σύ,ὅδε,,,2
Odyssey,5,174,2186849,κέλομαι,medio-passive,i,p,ὅς,,,,1
Odyssey,5,174,2186849,περάω,active,n,p,ἐγώ,λαῖτμα,,:d:σχεδία,3
Odyssey,5,176,2186850,περάω,active,i,p,ναῦς,ὁ,,,2
Odyssey,5,176,2186850,ἀγάλλω,medio-passive,p,p,,οὖρος,,,1
Odyssey,5,177,2186851,ἐπιβαίνω,active,o,a,ἐγώ,σχεδία,,,2
Odyssey,5,178,2186851,τλάω,active,o,a,,,,,0
Odyssey,5,178,2186851,ὄμνυμι,active,n,a,,ἐγώ|ὅρκος|ἐγώ|πῆμα,,,4
Odyssey,5,179,2186851,βουλεύω,active,n,f,,ἐγώ|πῆμα,,,2
Odyssey,5,180,2186852,φημί,middle,i,a,,,,,0
Odyssey,5,180,2186852,μειδάω,active,i,a,Καλυψώ|δῖος,,,,2
Odyssey,5,181,2186852,καταρρέζω,active,i,a,,μιν,,:d:χείρ,2
Odyssey,5,181,2186852,φημί,medio-passive,i,i,,ἔπος,,,1
Odyssey,5,181,2186852,ὀνομάζω,active,i,i,,,,,0
Odyssey,5,182,2186853,εἰμί,active,i,p,,ἀποφώλιος,ἀλιτρός,,2
Odyssey,5,182,2186853,οἶδα,active,p,r,,ἀποφώλιος,,,1
Odyssey,5,183,2186853,ἐπιφράζω,passive,i,a,,,,,0
Odyssey,5,183,2186853,ἀγορεύω,active,n,a,,μῦθος,,,1
Odyssey,5,184,2186854,οἶδα,active,m,r,γαῖα|οὐρανός|ὕδωρ,ὅδε|σύ|πῆμα,,,6
Odyssey,5,185,2186854,κατείβω,medio-passive,p,p,,,,,0
Odyssey,5,186,2186854,πέλω,active,i,p,ὅς,θεός,ὅρκος,,3
Odyssey,5,187,2186854,βουλεύω,active,n,f,,σύ|πῆμα,,,2
Odyssey,5,188,2186855,νοέω,active,i,p,,,,,0
Odyssey,5,188,2186855,φράζω,middle,i,f,,,,,0
Odyssey,5,189,2186855,μήδομαι,medio-passive,o,p,,ὅστις,,:d:ἐγώ,2
Odyssey,5,189,2186855,ἵκω,active,o,p,χρεώ,ἐγώ,,,2
Odyssey,5,190,2186856,εἰμί,active,i,p,νόος,ἐγώ,,,2
Odyssey,5,192,2186857,φωνέω,active,p,a,,,,,0
Odyssey,5,192,2186857,ἡγέομαι,middle,i,a,δῖος,,,,1
Odyssey,5,193,2186858,βαίνω,active,i,i,ὁ,,,μετά:a:ἴχνιον,2
Odyssey,5,194,2186859,ἵκω,active,i,a,ἀνήρ,σπέος,,,2
Odyssey,5,195,2186859,καθέζομαι,middle,i,a,ὁ,,,ἐπί:g:θρόνον,2
Odyssey,5,195,2186859,ἀνίστημι,active,i,a,Ἑρμῆς,,,,1
Odyssey,5,196,2186859,τίθημι,active,i,i,νύμφη,ἐδωδή,,,2
Odyssey,5,197,2186859,ἔσθω,active,n,p,,,,,0
Odyssey,5,197,2186859,πίνω,active,n,p,,,,,0
Odyssey,5,197,2186859,ἔδω,active,i,p,ἀνήρ,οἷος,,,2
Odyssey,5,198,2186860,ἵζω,active,i,i,αὐτός,,,ἀντίος:g:Ὀδυσσεύς,2
Odyssey,5,199,2186860,τίθημι,active,i,a,δμωή,ἀμβροσίη|νέκταρ,,παρά:d:ὁ,4
Odyssey,5,200,2186861,πρόκειμαι,medio-passive,p,p,,,,,0
Odyssey,5,200,2186861,ἰάλλω,active,i,i,ὁ,χείρ,,ἐπί:a:ὄνειαρ,3
Odyssey,5,201,2186862,τέρπω,passive,i,a,,ἐδητύς|ποτής,,,2
Odyssey,5,202,2186862,ἄρχω,active,i,i,Καλυψώ|δῖος,ὁ|μῦθος,,,4
Odyssey,5,205,2186863,ἐθέλω,active,i,p,,,,,0
Odyssey,5,205,2186863,εἶμι,active,n,p,,γαῖα,,,1
Odyssey,5,205,2186864,χαίρω,active,m,p,σύ,,,,1
Odyssey,5,206,2186865,οἶδα,active,o,r,,,,:d:φρήν,1
Odyssey,5,207,2186865,ἀναπίμπλημι,active,n,a,,κῆδος,,,1
Odyssey,5,207,2186865,ἱκνέομαι,middle,n,a,,γαῖα,,,1
Odyssey,5,208,2186865,μένω,active,p,p,,,,σύν:d:ἐγώ,1
Odyssey,5,208,2186865,φυλάσσω,active,o,p,,δῶμα,,,1
Odyssey,5,209,2186865,εἰμί,active,o,p,,,ἀθάνατος,,1
Odyssey,5,209,2186865,ἱμείρω,medio-passive,p,p,,,,,0
Odyssey,5,209,2186865,εἶδον,middle,n,a,,ἄλοχος,,,1
Odyssey,5,210,2186865,ἔλδομαι,medio-passive,i,p,,ὁ,,:a:ἦμαρ,2
Odyssey,5,211,2186866,εὔχομαι,medio-passive,i,p,,,,,0
Odyssey,5,211,2186866,εἰμί,active,n,p,,,χείρων,:a:δέμας;:a:φυή,3
Odyssey,5,212,2186866,εἴκω1,active,i,r,,,,,0
Odyssey,5,213,2186866,ἐρίζω,active,n,p,θνητός,ἀθάνατος,,:a:δέμας;:a:εἶδος,4
Odyssey,5,214,2186867,ἀπαμείβομαι,medio-passive,p,p,,,,,0
Odyssey,5,214,2186867,πρόσφημι,active,i,i,Ὀδυσσεύς,ὁ,,,2
Odyssey,5,215,2186868,χώομαι,medio-passive,m,p,,ἐγώ|ὅδε,,,2
Odyssey,5,215,2186869,οἶδα,active,i,r,,,,:a:πᾶς,1
Odyssey,5,217,2186869,εἶδον,middle,n,a,,,,,0
Odyssey,5,218,2186870,εἰμί,active,i,p,ὁ,,βροτός,,2
Odyssey,5,219,2186871,ἐθέλω,active,i,p,,,,,0
Odyssey,5,219,2186871,ἔλδομαι,medio-passive,i,p,,,,,0
Odyssey,5,220,2186871,ἔρχομαι,active,n,a,,,,,0
Odyssey,5,220,2186871,εἶδον,middle,n,a,,ἦμαρ,,,1
Odyssey,5,221,2186872,ῥαίω,active,s,p,τις,,,ἐν:d:πόντος,2
Odyssey,5,222,2186872,τλάω,middle,i,f,,,,,0
Odyssey,5,222,2186872,ἔχω,active,p,p,,θυμός,,ἐν:d:στῆθος,2
Odyssey,5,223,2186873,πάσχω,active,i,a,,πολύς,,,1
Odyssey,5,223,2186873,μογέω,active,i,a,,πολύς,,,1
Odyssey,5,224,2186874,γίγνομαι,middle,m,a,ὅδε,,,,1
Odyssey,5,225,2186875,φημί,medio-passive,i,i,,,,,0
Odyssey,5,225,2186875,δύω2,active,i,a,ἥλιος,,,,1
Odyssey,5,225,2186875,ἔρχομαι,active,i,a,κνέφας,,,,1
Odyssey,5,226,2186876,ἔρχομαι,active,p,a,,,,,0
Odyssey,5,227,2186876,τέρπω,medio-passive,i,i,ὁ,,,:d:μυχός;:d:φιλότης,3
Odyssey,5,227,2186876,μένω,active,p,p,,,,παρά:d:ἀλλήλων,1
Odyssey,5,228,2186877,φαίνω,passive,i,a,ἠώς,,,,1
Odyssey,5,229,2186877,ἕννυμι,medio-passive,i,i,Ὀδυσσεύς,χλαῖνα|χιτών,,,3
Odyssey,5,230,2186877,ἕννυμι,medio-passive,i,i,νύμφη,φᾶρος,,,2
Odyssey,5,231,2186877,βάλλω,middle,i,a,,ζώνη,,:d:ἰξύς,2
Odyssey,5,233,2186878,μήδομαι,medio-passive,i,i,,Ὀδυσσεύς|πομπή,,,2
Odyssey,5,234,2186879,δίδωμι,active,i,a,,ἕ|πέλεκυς,,,2
Odyssey,5,234,2186879,ἀραρίσκω,middle,p,a,,,,ἐν:d:παλάμη,1
Odyssey,5,236,2186880,ἐναραρίσκω,active,p,r,,,,,0
Odyssey,5,237,2186881,δίδωμι,active,i,a,,σκέπαρνον,,,1
Odyssey,5,237,2186882,ἄρχω,active,i,i,,ὁδός,,ἐπί:g:ἐσχατιά,2
Odyssey,5,238,2186882,φύω,active,i,l,δένδρεον|κλήθρα|αἴγειρος,,,,3
Odyssey,5,239,2186882,εἰμί,active,i,i,ἐλάτη,,,,1
Odyssey,5,240,2186882,πλέω,active,o,p,ὁ,ἕ,,,2
Odyssey,5,241,2186883,δείκνυμι,active,i,a,,,,,0
Odyssey,5,241,2186883,φύω,active,i,l,δένδρεον,,,,1
Odyssey,5,242,2186883,βαίνω,active,i,a,ὁ|Καλυψώ|δῖος,,,πρός:a:δῶμα,4
Odyssey,5,243,2186883,τέμνω,medio-passive,i,i,ὁ,δόρυ,,,2
Odyssey,5,243,2186884,αἴνυμαι,medio-passive,i,i,ἔργον,,,,1
Odyssey,5,244,2186885,ἐκβάλλω,active,i,a,,εἴκοσι,,:a:πᾶς,2
Odyssey,5,244,2186885,πελεκάω,active,i,a,,,,:d:χαλκός,1
Odyssey,5,245,2186885,ξέω,active,i,a,,,,,0
Odyssey,5,245,2186885,ἰθύνω,active,i,a,,,,ἐπί:a:στάθμη,1
Odyssey,5,246,2186886,φέρω,active,i,a,Καλυψώ|δῖος,τέρετρον,,,3
Odyssey,5,247,2186887,τετραίνω,active,i,a,,πᾶς,,,1
Odyssey,5,247,2186887,ἁρμόζω,active,i,a,,ἀλλήλων,,,1
Odyssey,5,248,2186887,ἀράσσω,active,i,i,,ὁ,,:d:γόμφος;:d:ἁρμονία,3
Odyssey,5,249,2186888,τορνόομαι,medio-passive,s,a,ἀνήρ,ἔδαφος,,:a:ὅσος,3
Odyssey,5,250,2186888,οἶδα,active,p,r,,τεκτοσύνη,,,1
Odyssey,5,251,2186888,ποιέω,middle,i,a,Ὀδυσσεύς,σχεδία,,:a:τόσος,3
Odyssey,5,252,2186889,ἵστημι,active,p,a,,ἴκρια,,,1
Odyssey,5,252,2186889,ἀραρίσκω,active,p,a,,,,:d:σταμίνες,1
Odyssey,5,253,2186889,ποιέω,active,i,i,,,,,0
Odyssey,5,253,2186890,τελευτάω,active,i,i,,,,:d:ἐπηγκενίδες,1
Odyssey,5,254,2186891,ποιέω,active,i,i,,ἱστός|ἐπίκριον,,,2
Odyssey,5,254,2186891,ἀραρίσκω,middle,p,a,,,,:d:αὐτός,1
Odyssey,5,255,2186892,ποιέω,middle,i,a,,πηδάλιον,,,1
Odyssey,5,255,2186892,ἰθύνω,active,o,p,,,,,0
Odyssey,5,256,2186893,φράσσω,active,i,a,,μιν,,:d:ῥίψ,2
Odyssey,5,257,2186893,εἰμί,active,n,p,,,εἶλαρ,,1
Odyssey,5,257,2186894,ἐπιχέω,middle,i,a,,ὕλη,,,1
Odyssey,5,258,2186895,φέρω,active,i,a,Καλυψώ|δῖος,φᾶρος,,,3
Odyssey,5,259,2186895,ποιέω,middle,n,a,,ἱστίον,,,1
Odyssey,5,259,2186896,τεχνάομαι,medio-passive,i,a,ὁ,ὁ,,,2
Odyssey,5,260,2186897,ἐνδέω,active,i,a,,ὑπέρα|κάλως|πούς,,ἐν:d:αὐτός,4
Odyssey,5,261,2186897,κατερύω,active,i,a,,ὁ,,:d:μοχλός;εἰς:a:ἅλς1,3
Odyssey,5,262,2186898,εἰμί,active,i,i,ἦμαρ,,,,1
Odyssey,5,262,2186898,τελέω,medio-passive,i,l,ἅπας,,,,1
Odyssey,5,263,2186899,πέμπω,active,i,i,Καλυψώ,,,:d:πέμπτος;ἀπό:g:νῆσος,3
Odyssey,5,264,2186899,ἀμφιάζω,active,p,a,,εἷμα,,,1
Odyssey,5,264,2186899,λούω,active,p,a,,,,,0
Odyssey,5,265,2186900,τίθημι,active,i,a,,,,,0
Odyssey,5,267,2186901,τίθημι,active,i,i,,ὄψος,,:d:ἕ,2
Odyssey,5,268,2186902,προίημι,active,i,a,,οὖρος,,,1
Odyssey,5,269,2186903,πετάννυμι,active,i,a,Ὀδυσσεύς,ἱστίον,,:n:γηθόσυνος;:d:οὖρος,4
Odyssey,5,270,2186904,ἰθύνω,medio-passive,i,i,ὁ,,,:d:πηδάλιον,2
Odyssey,5,271,2186904,ἧμαι,medio-passive,p,r,,,,,0
Odyssey,5,271,2186904,πίπτω,active,i,i,ὕπνος,ἕ,,ἐπί:d:βλέφαρον,3
Odyssey,5,272,2186904,εἰσοράω,active,p,p,ὅς,Πλειάδες|Βοώτης|ἄρκτος,,,4
Odyssey,5,272,2186904,δύω2,active,p,p,,,,,0
Odyssey,5,273,2186904,καλέω,active,i,p,,ὅς|ἐπίκλησις,,,2
Odyssey,5,274,2186904,στρέφω,medio-passive,i,p,,,,,0
Odyssey,5,274,2186904,δοκεύω,active,i,p,,Ὠρίων,,,1
Odyssey,5,275,2186904,εἰμί,active,i,p,,,ἄμμορος,,1
Odyssey,5,276,2186905,ἄνωγα,active,i,i,Καλυψώ|δῖος,,,,2
Odyssey,5,277,2186905,ποντοπορεύω,active,n,p,μιν,,,,1
Odyssey,5,277,2186905,ἔχω,active,p,p,,ὁ,,ἐπί:a:ἀριστερός,2
Odyssey,5,278,2186906,πλέω,active,i,i,,,,:a:ἦμαρ,1
Odyssey,5,278,2186906,ποντοπορεύω,active,p,p,,,,,0
Odyssey,5,279,2186906,φαίνω,passive,i,a,ὄρος,,,:d:ὀκτωκαιδέκατος,2
Odyssey,5,280,2186906,πέλω,active,i,i,,,ἄγχιστος,,1
Odyssey,5,281,2186907,εἶδον,middle,i,a,,,,ἐν:d:πόντος,1
Odyssey,5,282,2186908,ἄνειμι,active,p,p,,,,ἐκ:g:Αἰθίοψ,1
Odyssey,5,283,2186908,εἶδον,active,i,a,Ἐνοσίχθων,ὁ,,ἐκ:g:ὄρος,3
Odyssey,5,283,2186909,εἶδον,middle,i,a,,ἕ,,,1
Odyssey,5,284,2186909,ἐπιπλέω,active,p,p,,πόντος,,,1
Odyssey,5,284,2186910,χώομαι,middle,i,a,,,,,0
Odyssey,5,285,2186910,κινέω,active,p,a,,κάρα,,,1
Odyssey,5,285,2186910,μυθέομαι,medio-passive,i,a,,,,πρός:a:θυμός,1
Odyssey,5,286,2186911,μεταβουλεύω,active,i,a,θεός,,,ἀμφί:d:Ὀδυσσεύς,2
Odyssey,5,287,2186911,εἰμί,active,p,p,ἐγώ,,,μετά:d:Αἰθίοψ,2
Odyssey,5,289,2186911,ἐκφεύγω,active,n,a,,πεῖραρ,,,1
Odyssey,5,289,2186911,ἱκάνω,active,i,p,ὅς,μιν,,,2
Odyssey,5,290,2186912,φημί,active,i,p,,,,,0
Odyssey,5,290,2186912,ἐλαύνω,active,n,p,,μιν|ἅδος,,,2
Odyssey,5,291,2186913,εἶπον,active,p,a,,,,,0
Odyssey,5,291,2186913,συνάγω,active,i,i,,νεφέλη,,,1
Odyssey,5,291,2186913,ταράσσω,active,i,a,,πόντος,,,1
Odyssey,5,292,2186913,αἱρέω,active,p,a,,τρίαινα,,:d:χείρ,2
Odyssey,5,292,2186914,ὀροθύνω,active,i,i,,ἄελλα,,,1
Odyssey,5,293,2186914,καλύπτω,active,i,a,,γαῖα|πόντος,,:d:νέφος,3
Odyssey,5,294,2186915,ὄρνυμι,active,i,l,νύξ,,,,1
Odyssey,5,295,2186916,πίπτω,active,i,a,Εὖρος|Νότος|Ζέφυρος|Βορέας,,,,4
Odyssey,5,296,2186916,κυλίνδω,active,p,p,,κῦμα,,,1
Odyssey,5,297,2186917,λύω,passive,i,a,γόνυ|ἦτορ,,,,2
Odyssey,5,298,2186917,ὀχθέω,active,p,a,,,,,0
Odyssey,5,298,2186917,εἶπον,active,i,a,,,,πρός:a:θυμός,1
Odyssey,5,299,2186918,γίγνομαι,middle,s,a,τις,ἐγώ,,:a:μήκιστος,3
Odyssey,5,300,2186919,δείδω,active,i,p,,,,,0
Odyssey,5,300,2186919,εἶπον,active,i,a,θεά,πᾶς,,,2
Odyssey,5,301,2186919,φημί,medio-passive,i,i,ὅς,,,,1
Odyssey,5,301,2186919,ἱκνέομαι,middle,n,a,,γαῖα,,,1
Odyssey,5,302,2186919,ἀναπίμπλημι,active,n,f,ἐγώ,ἄλγος,,ἐν:d:πόντος,3
Odyssey,5,302,2186920,τελέω,medio-passive,i,p,ὁ,,,,1
