work,book,line,sentence_id,verb_lemma,voice,mood,tense,sbj,obj,pnom,obliques,n_args
Iliad,2,472,2274704,κομάω,active,p,p,,,,:a:κάρα,1
Iliad,2,473,2274704,ἵστημι,medio-passive,i,i,Ἀχαιός,,,ἐπί:d:Τρώς;ἐν:d:πεδίον,3
Iliad,2,473,2274704,διαρραίω,active,n,a,,,,,0
Iliad,2,473,2274704,μέμαα,active,p,r,,,,,0
Iliad,2,475,2274705,διακρίνω,active,s,p,ἀνήρ,αἰπόλιον,,,2
Iliad,2,475,2274705,μίγνυμι,passive,s,a,,,,:d:νομός,1
Iliad,2,476,2274705,διακοσμέω,active,i,i,ἡγεμών,ὁ,,,2
Iliad,2,477,2274705,εἶμι,active,n,p,,ὑσμίνη,,,1
Iliad,2,480,2274706,πέλω,medio-passive,i,i,βοῦς,,ἔξοχος,,2
Iliad,2,481,2274707,μεταπρέπω,active,i,p,ὁ,βοῦς,,,2
Iliad,2,481,2274707,ἀγείρω,middle,p,a,,,,,0
Iliad,2,482,2274708,τίθημι,active,i,a,Ζεύς,Ἀτρείδης,,:d:ἦμαρ,3
Iliad,2,484,2274709,ἔσπον,active,i,a,,ἐγώ,,,1
Iliad,2,484,2274709,ἔχω,active,p,p,,δῶμα,,,1
Iliad,2,485,2274710,εἰμί,active,i,p,σύ,,θεά,,2
Iliad,2,485,2274710,πάρειμι,active,i,p,,,,,0
Iliad,2,485,2274710,εἶδον,active,i,r,,πᾶς,,,1
Iliad,2,486,2274710,ἀκούω,active,i,p,ἐγώ,κλέος,,,2
Iliad,2,486,2274710,εἶδον,active,i,r,,τις,,,1
Iliad,2,487,2274711,εἰμί,active,i,i,ὅς,,ἡγεμών|κοίρανος,,3
Iliad,2,488,2274712,μυθέομαι,medio-passive,s,a,,,,,0
Iliad,2,488,2274712,ὀνομαίνω,active,s,a,,,,,0
Iliad,2,489,2274712,εἰμί,active,o,p,στόμα,,,,1
Iliad,2,490,2274712,ἔνειμι,active,o,p,ἦτορ,ἐγώ,,,2
Iliad,2,492,2274712,μιμνήσκω,middle,o,a,Μοῦσα|θυγάτηρ,,,,2
Iliad,2,492,2274712,ἔρχομαι,active,i,a,ὅσος,,,ὑπό:a:Ἴλιος,2
Iliad,2,493,2274713,εἴρω2,active,i,f,,ἀρχός|ναῦς,,,2
Iliad,2,494,2274714,ἄρχω,active,i,i,Πηνέλεως|Λήϊτος|Ἀρκεσίλαος|Προθοήνωρ|Κλονίος,Βοιωτός,,,6
Iliad,2,496,2274714,νέμω,medio-passive,i,i,ὅς,Ὑρίη|Αὐλίς|Σχοῖνος|Σκῶλος|Ἐτεωνός|Θέσπεια|Γραῖα|Μυκαλησσός,,,9
Iliad,2,499,2274714,νέμω,medio-passive,i,i,ὅς,ἅρμα|Εἰλέσιον|Ἐρυθραί,,,4
Iliad,2,500,2274714,ἔχω,active,i,i,ὅς,Ἐλεών|Ὕλη|Πετεών|Ὠκαλέη|Κώπη|Εὔτρησις|Θίσβη|Μεδεών|πτολίεθρον,,,10
Iliad,2,504,2274714,ἔχω,active,i,i,ὅς,Πλάταια,,,2
Iliad,2,504,2274714,νέμω,medio-passive,i,i,ὅς,Γλίσας,,,2
Iliad,2,505,2274714,ἔχω,active,i,i,ὅς,Ὑποθῆβαι|πτολίεθρον|Ὀγχηστός|ἱερόν|ἄλσος,,,6
Iliad,2,507,2274714,ἔχω,active,i,i,ὅς,Ἄρνη,,,2
Iliad,2,508,2274714,ἐσχατάω,active,p,p,,,,,0
Iliad,2,509,2274715,κίω,active,i,i,ναῦς,,,,1
Iliad,2,510,2274715,βαίνω,active,i,i,κοῦρος,,,ἐν:d:ἕκαστος,2
Iliad,2,511,2274716,ναίω,active,i,i,ὅς,Ἀσπληδών|Ὀρχομενός,,,3
Iliad,2,512,2274716,ἄρχω,active,i,i,Ἀσκάλαφος|Ἰάλμενος|υἱός,ὁ,,,4
Iliad,2,513,2274716,τίκτω,active,i,a,Ἀστυόχη|παρθένος,ὅς|Ἄρης,,:d:δόμος,5
Iliad,2,514,2274716,εἰσαναβαίνω,active,p,a,,ὑπερῷον,,,1
Iliad,2,515,2274717,παραλέχομαι,middle,i,a,ὁ,ἕ,,,2
Iliad,2,516,2274718,στιχάομαι,medio-passive,i,i,ναῦς,,,:d:ὁ,2
Iliad,2,517,2274719,ἄρχω,active,i,i,Σχεδίος|Ἐπίστροφος|υἱός,Φωκεύς,,,4
Iliad,2,519,2274719,ἔχω,active,i,i,ὅς,κυπάρισσος|Πυθών|Κρῖσα|Δαυλίς|Πανοπεύς,,,6
Iliad,2,521,2274719,ἀμφινέμομαι,medio-passive,i,i,ὅς,Ἀνεμώρεια|Ὑάμπολις,,,3
Iliad,2,522,2274719,ναίω,active,i,i,ὅς,,,παρά:a:ποταμός,2
Iliad,2,523,2274719,ἔχω,active,i,i,ὅς,Λίλαια,,ἐπί:d:πηγή,3
Iliad,2,524,2274720,ἕπομαι,medio-passive,i,i,ναῦς,,,ἅμα:d:ὁ,2
Iliad,2,525,2274721,ἵστημι,active,i,i,ὁ,στίξ,,,2
Iliad,2,525,2274721,ἀμφιέπω,active,p,p,,,,,0
Iliad,2,526,2274721,θωρήσσω,medio-passive,i,i,,,,ἔμπλην:g:Βοιωτός;ἐπί:a:ἀριστερός,2
Iliad,2,527,2274722,ἡγεμονεύω,active,i,i,Αἴας,Λοκροί,,,2
Iliad,2,529,2274723,εἰμί,active,i,i,,,ὀλίγος|λινοθώρηξ,,2
Iliad,2,530,2274723,καίνυμαι,medio-passive,i,l,,Πανέλληνες|Ἀχαιός,,:d:ἐγχείη,3
Iliad,2,531,2274724,νέμω,medio-passive,i,i,ὁ,Κῦνος|Ὀπόεις|Καλλίαρος|Βῆσσα|Σκάρφη|Αὐγειαί|Τάρφη|Θρόνιον,,ἀμφί:a:ῥεῖθρον,10
Iliad,2,534,2274725,ἕπομαι,medio-passive,i,i,ναῦς,,,ἅμα:d:ὁ,2
Iliad,2,535,2274725,ναίω,active,i,p,ὅς,,,πέραν:g:Εὔβοια,2
Iliad,2,536,2274726,ἔχω,active,i,i,Ἄβας,Εὔβοια|Χαλκίς|Εἰρέτρια|Ἱστίαια|Κήρινθος|πτολίεθρον,,,7
Iliad,2,536,2274726,πνέω,active,p,p,,μένος,,,1
Iliad,2,539,2274726,ἔχω,active,i,i,ὅς,Κάρυστος,,,2
Iliad,2,539,2274726,ναιετάω,active,i,i,ὅς,Στύρα,,,2
Iliad,2,540,2274726,ἡγεμονεύω,active,i,i,Ἐλεφήνωρ|ὄζος|Χαλκωδοντιάδης|ἀρχός,ὁ,,,5
Iliad,2,542,2274727,ἕπομαι,medio-passive,i,i,Ἄβας|αἰχμητής,,,ἅμα:d:ὁ,3
Iliad,2,542,2274727,κομάω,active,p,p,,,,,0
Iliad,2,543,2274727,μέμαα,active,p,r,,,,,0
Iliad,2,544,2274727,ῥήγνυμι,active,n,f,,θώραξ,,:d:μελία;ἀμφί:d:στῆθος,3
Iliad,2,545,2274728,ἕπομαι,medio-passive,i,i,ναῦς,,,ἅμα:d:ὁ,2
Iliad,2,546,2274729,ἔχω,active,i,i,ὅς,Ἀθῆναι|πτολίεθρον|δῆμος,,,4
Iliad,2,548,2274729,τρέφω,active,i,a,Ἀθήνη|θυγάτηρ,ὅς,,,3
Iliad,2,548,2274729,τίκτω,active,i,a,ἄρουρα,,,,1
Iliad,2,549,2274729,ἵζω,active,i,a,,,,ἐν:d:Ἀθῆναι;ἐν:d:ναός,2
Iliad,2,550,2274730,ἱλάσκομαι,medio-passive,i,p,κοῦρος,μιν,,:d:ταῦρος;:d:ἀρνειός,4
Iliad,2,551,2274730,περιτέλλομαι,medio-passive,p,p,ἐνιαυτός,,,,1
Iliad,2,552,2274731,ἡγεμονεύω,active,i,i,υἱός|Μενεσθεύς,ὁ,,,3
Iliad,2,553,2274732,γίγνομαι,middle,i,a,ἀνήρ,,ὅμοιος,,2
Iliad,2,554,2274732,κοσμέω,active,n,a,,ἵππος|ἀνήρ,,,2
Iliad,2,555,2274733,ἐρίζω,active,i,i,Νέστωρ,,,,1
Iliad,2,555,2274734,εἰμί,active,i,i,ὁ,,προγενής,,2
Iliad,2,556,2274735,ἕπομαι,medio-passive,i,i,ναῦς,,,ἅμα:d:ὁ,2
Iliad,2,557,2274736,ἄγω,active,i,i,Αἴας,ναῦς,,ἐκ:g:Σαλαμίς,3
Iliad,2,558,2274736,ἵστημι,active,i,a,,,,,0
Iliad,2,558,2274736,ἄγω,active,p,p,,,,,0
Iliad,2,558,2274736,ἵστημι,medio-passive,i,i,φάλαγξ,,,,1
Iliad,2,559,2274737,ἔχω,active,i,i,ὅς,Ἄργος|Τίρυνς|Ἑρμιόνη|Ἀσίνη|Τροιζήν|Ἠιόνες|Ἐπίδαυρος,,,8
Iliad,2,560,2274737,ἔχω,active,p,p,,κόλπος,,,1
Iliad,2,562,2274737,ἔχω,active,i,i,κοῦρος,Αἴγινα|Μάσης,,,3
Iliad,2,563,2274737,ἡγεμονεύω,active,i,i,Διομήδης|Σθένελος|υἱός,ὁ,,,4
Iliad,2,565,2274738,κίω,active,i,i,Εὐρύαλος|φώς|υἱός,,,ἅμα:d:ὁ,4
Iliad,2,567,2274739,ἡγέομαι,medio-passive,i,i,Διομήδης,σύμπας,,,2
Iliad,2,568,2274740,ἕπομαι,medio-passive,i,i,ναῦς,,,ἅμα:d:ὁ,2
Iliad,2,569,2274741,ἔχω,active,i,i,ὅς,Κόρινθος|Κλεωναί|Μυκήνη|πτολίεθρον,,,5
Iliad,2,571,2274741,νέμω,medio-passive,i,i,,Ὀρνειαί|Ἀραιθυρέη|Σικυών,,,3
Iliad,2,572,2274741,ἐμβασιλεύω,active,i,i,Ἄδρηστος,,,:a:πρότερος,2
Iliad,2,574,2274741,ἔχω,active,i,i,ὅς,Ὑπερησίη|Γονόεσσα|Πελλήνη,,,4
Iliad,2,574,2274741,ἀμφινέμομαι,medio-passive,i,i,,Αἴγιον,,ἀνά:a:Αἰγιαλός;ἀμφί:a:Ἑλίκη,3
Iliad,2,576,2274741,ἄρχω,active,i,i,Ἀγαμέμνων,ὁ,,:g:ναῦς,3
Iliad,2,578,2274742,ἕπομαι,medio-passive,i,i,λαός,,,ἅμα:d:ὁ,2
Iliad,2,578,2274743,δύω2,middle,i,a,,χαλκός,,,1
Iliad,2,579,2274743,κυδιάω,active,p,p,,,,,0
Iliad,2,579,2274743,μεταπρέπω,active,i,i,,ἥρως,,,1
Iliad,2,580,2274743,εἰμί,active,i,i,,,ἄριστος,,1
Iliad,2,580,2274743,ἄγω,active,i,i,,λαός,,,1
Iliad,2,581,2274744,ἔχω,active,i,i,ὅς,Λακεδαίμων|Φᾶρις|Σπάρτη|Μέσση,,,5
Iliad,2,583,2274744,νέμω,medio-passive,i,i,,Βρυσειαί|Αὐγειαί,,,2
Iliad,2,584,2274744,ἔχω,active,i,i,ὅς,Ἀμύκλαι|Ἕλος|πτολίεθρον,,,4
Iliad,2,585,2274744,ἔχω,active,i,i,ὅς,Λάας,,,2
Iliad,2,585,2274744,ἀμφινέμομαι,medio-passive,i,i,,Οἴτυλος,,,1
Iliad,2,586,2274744,ἄρχω,active,i,i,ἀδελφός|Μενέλαος,ὁ,,:g:ναῦς,4
Iliad,2,587,2274745,θωρήσσω,medio-passive,i,i,,,,,0
Iliad,2,588,2274746,κίω,active,i,i,,,,,0
Iliad,2,588,2274746,πείθω,active,p,r,,προθυμία,,,1
Iliad,2,589,2274746,ὀτρύνω,active,p,p,,,,,0
Iliad,2,589,2274747,ἵημι,medio-passive,i,i,,,,:d:θυμός,1
Iliad,2,590,2274747,τίνω,middle,n,a,,Ἑλένη|ὅρμημα|στοναχή,,,3
Iliad,2,591,2274748,νέμω,medio-passive,i,i,ὅς,Πύλος|Ἀρήνη|Αἰπύ|Θρύον|πόρος,,,6
Iliad,2,593,2274748,ναίω,active,i,i,,Κυπαρισσήεις|Ἀμφιγένεια|Πτελεός|Ἕλος|Δώριον,,,5
Iliad,2,595,2274748,ἄντομαι,medio-passive,p,p,,,,,0
Iliad,2,595,2274748,παύω,active,i,a,Μοῦσα,Θάμυρις|ἀοιδή,,,3
Iliad,2,596,2274748,εἶμι,active,p,p,,,,,0
Iliad,2,597,2274749,στεῦμαι,medio-passive,i,i,,,,,0
Iliad,2,597,2274749,εὔχομαι,medio-passive,p,p,,,,,0
Iliad,2,597,2274749,νικάω,active,n,f,,,,,0
Iliad,2,598,2274749,ἀείδω,active,o,p,,,,,0
Iliad,2,599,2274750,χολόω,middle,p,a,,,,,0
Iliad,2,599,2274750,τίθημι,active,i,a,ὁ,,,,1
Iliad,2,600,2274750,ἀφαιρέω,middle,i,a,,ἀοιδή,,,1
Iliad,2,600,2274750,ἐκλανθάνω,active,i,a,,κιθαριστύς,,,1
Iliad,2,601,2274751,ἡγεμονεύω,active,i,i,ἱππότης|Νέστωρ,ὁ,,,3
Iliad,2,602,2274752,στιχάομαι,medio-passive,i,i,ναῦς,,,:d:ὁ,2
Iliad,2,603,2274753,ἔχω,active,i,i,ὅς,Ἀρκαδία,,,2
Iliad,2,605,2274753,νέμω,medio-passive,i,i,ὅς,Φενεός|Ὀρχομενός|Ῥίπη|Στρατίη|Ἐνίσπη,,,6
Iliad,2,607,2274753,ἔχω,active,i,i,,Τεγέα|Μαντινέη,,,2
Iliad,2,608,2274753,ἔχω,active,i,i,,Στύμφαλος,,,1
Iliad,2,608,2274753,νέμω,medio-passive,i,i,,Παρρασίη,,,1
Iliad,2,609,2274753,ἄρχω,active,i,i,παῖς|Ἀγαπήνωρ,ὁ,,:g:ναῦς,4
Iliad,2,611,2274754,βαίνω,active,i,i,ἀνήρ,,,ἐν:d:ναῦς,2
Iliad,2,611,2274754,ἐπίσταμαι,medio-passive,p,p,,,,,0
Iliad,2,611,2274754,πολεμίζω,active,n,p,,,,,0
Iliad,2,612,2274755,δίδωμι,active,i,a,Ἀγαμέμνων,σφεῖς|ναῦς,,,3
Iliad,2,613,2274755,περάω,active,n,p,,,,ἐπί:a:πόντος,1
Iliad,2,614,2274755,μέλω,active,i,l,ἔργον,σφεῖς,,,2
Iliad,2,615,2274756,ναίω,active,i,i,ὅς|Ὑρμίνη|Μύρσινος|πέτρα|Ἀλήσιον,Βουπράσιον|Ἦλις|ὅσος,,,8
Iliad,2,616,2274756,ἐσχατάω,active,p,p,,,,,0
Iliad,2,617,2274756,ἔργω,active,i,p,Ὑρμίνη|Μύρσινος|πέτρα|Ἀλήσιον,ὅσος,,,5
Iliad,2,618,2274756,εἰμί,active,i,i,ἀρχός,,,,1
Iliad,2,619,2274756,ἕπομαι,medio-passive,i,i,ναῦς,ἀνήρ,,,2
Iliad,2,619,2274756,ἐμβαίνω,active,i,i,Ἐπειός,,,,1
Iliad,2,620,2274757,ἡγέομαι,middle,i,a,Ἀμφίμαχος|Θάλπιος|υἱός,ὁ,,,4
Iliad,2,622,2274758,ἄρχω,active,i,i,Διώρης,ὁ,,,2
Iliad,2,623,2274759,ἄρχω,active,i,i,Πολύξεινος|υἱός,τέταρτος,,,3
Iliad,2,626,2274760,ναίω,active,i,p,ὅς,,,πέραν:g:ἅλς1;ἄντα:g:Ἦλις,3
Iliad,2,627,2274760,ἡγεμονεύω,active,i,i,Μέγης,ὁ,,,2
Iliad,2,628,2274760,τίκτω,active,i,i,ἱππότης|Φυλεύς,ὅς,,,3
Iliad,2,629,2274760,ἀποναίω,middle,i,a,ὅς,Δουλίχιον,,,2
Iliad,2,629,2274760,χολόω,passive,p,a,,πατήρ,,,1
Iliad,2,630,2274761,ἕπομαι,medio-passive,i,i,ναῦς,,,ἅμα:d:ὁ,2
Iliad,2,631,2274762,ἄγω,active,i,i,Ὀδυσσεύς,Κεφαλλήν,,,2
Iliad,2,632,2274762,ἔχω,active,i,i,ὅς,Ἰθάκη|Νήριτος,,,3
Iliad,2,633,2274762,νέμω,medio-passive,i,i,,Κροκύλεια|Αἰγίλιψ,,,2
Iliad,2,634,2274762,ἔχω,active,i,i,ὅς,Ζάκυνθος,,,2
Iliad,2,634,2274762,ἀμφινέμομαι,medio-passive,i,i,ὅς,Σάμος,,,2
Iliad,2,635,2274762,ἔχω,active,i,i,ὅς,ἤπειρος,,,2
Iliad,2,635,2274762,νέμω,medio-passive,i,i,,ἀντιπέραιος,,,1
Iliad,2,636,2274763,ἄρχω,active,i,i,Ὀδυσσεύς,ὁ,,,2
Iliad,2,637,2274764,ἕπομαι,medio-passive,i,i,ναῦς,,,ἅμα:d:ὁ,2
Iliad,2,638,2274765,ἡγέομαι,medio-passive,i,i,Θόας|υἱός,Αἰτωλός,,,3
Iliad,2,639,2274765,νέμω,medio-passive,i,i,ὅς,Πλευρών|Ὤλενος|Πυλήνη|Χαλκίς|Καλυδών,,,6
Iliad,2,641,2274766,εἰμί,active,i,i,υἱός,,,,1
Iliad,2,642,2274766,εἰμί,active,i,i,,,,,0
Iliad,2,642,2274766,θνήσκω,active,i,a,Μελέαγρος,,,,1
Iliad,2,643,2274767,τέλλω,medio-passive,i,l,,ὁ,,,1
Iliad,2,643,2274767,ἀνάσσω,active,n,p,,Αἰτωλός,,:a:πᾶς,2
Iliad,2,644,2274768,ἕπομαι,medio-passive,i,i,ναῦς,,,ἅμα:d:ὁ,2
Iliad,2,645,2274769,ἡγεμονεύω,active,i,i,Ἰδομενεύς,Κρής,,,2
Iliad,2,646,2274769,ἔχω,active,i,i,ὅς,Κνωσός|Γόρτυς|Λύκτος|Μίλητος|Λύκαστος|Φαιστός|Ῥύτιον|πόλις,,,9
Iliad,2,648,2274769,ναιετάω,active,p,p,,,,,0
Iliad,2,649,2274769,ἀμφινέμομαι,medio-passive,i,i,ὅς,Κρήτη,,,2
Iliad,2,650,2274770,ἡγεμονεύω,active,i,i,Ἰδομενεύς|Μηριόνης,ὁ,,,3
Iliad,2,652,2274771,ἕπομαι,medio-passive,i,i,ναῦς,,,ἅμα:d:ὁ,2
Iliad,2,654,2274772,ἄγω,active,i,i,Τληπόλεμος,ναῦς,,ἐκ:g:Ῥόδος,3
Iliad,2,655,2274772,ἀμφινέμομαι,medio-passive,i,i,ὅς,Ῥόδος,,,2
Iliad,2,655,2274772,κοσμέω,passive,p,a,,,,:a:Λίνδος;:a:Ἰηλυσός;:a:Κάμειρος,3
Iliad,2,657,2274773,ἡγεμονεύω,active,i,i,Τληπόλεμος,ὁ,,,2
Iliad,2,658,2274773,τίκτω,active,i,a,Ἀστυόχεια,ὅς|βία,,,3
Iliad,2,659,2274773,ἄγω,medio-passive,i,i,,ὁ,,ἐκ:g:Ἐφύρα;ἀπό:g:ποταμός,3
Iliad,2,660,2274773,πέρθω,active,p,a,,ἄστυ,,,1
Iliad,2,661,2274774,τρέφω,active,i,a,,,,ἐν:d:μέγαρον,1
Iliad,2,662,2274774,κατακτείνω,active,i,a,Τληπόλεμος,μήτρως|Λικύμνιος|ὄζος,,,4
Iliad,2,663,2274774,γηράσκω,active,p,p,,,,,0
Iliad,2,664,2274775,πήγνυμι,active,i,a,,ναῦς,,,1
Iliad,2,664,2274775,ἀγείρω,active,p,a,,λαός,,,1
Iliad,2,665,2274775,βαίνω,active,i,a,ὁ,,,,1
Iliad,2,665,2274775,φεύγω,active,p,p,,,,ἐπί:a:πόντος,1
Iliad,2,665,2274776,ἀπειλέω,active,i,a,υἱός|υἱωνός,ἕ,,,3
Iliad,2,667,2274777,ἵκω,active,i,a,ὁ,,,εἰς:a:Ῥόδος,2
Iliad,2,667,2274777,ἀλάομαι,medio-passive,p,p,,,,,0
Iliad,2,667,2274777,πάσχω,active,p,p,,ἄλγος,,,1
Iliad,2,668,2274778,οἰκέω,passive,i,a,,,,,0
Iliad,2,668,2274778,φιλέω,passive,i,a,,,,ἐκ:g:Ζεύς,1
Iliad,2,669,2274778,ἀνάσσω,active,i,p,ὅς,θεός|ἄνθρωπος,,,3
Iliad,2,670,2274778,καταχέω,active,i,a,Κρονίων,σφεῖς|πλοῦτος,,,3
Iliad,2,671,2274779,ἄγω,active,i,i,Νιρεύς|Νιρεύς|υἱός|Νιρεύς,ναῦς,,,5
Iliad,2,673,2274779,ἔρχομαι,active,i,a,ὅς,,,ὑπό:a:Ἴλιος,2
Iliad,2,675,2274780,εἰμί,active,i,i,,,ἀλαπαδνός,,1
Iliad,2,675,2274780,ἕπομαι,medio-passive,i,i,λαός,ἕ,,,2
Iliad,2,676,2274781,ἔχω,active,i,i,ὅς,Νίσυρος|Κάρπαθος|Κάσος|νῆσος|Κῶς|πόλις,,,7
Iliad,2,678,2274781,ἡγέομαι,middle,i,a,Φείδιππος|Ἄντιφος|υἱός,ὁ,,,4
Iliad,2,680,2274782,στιχάομαι,medio-passive,i,i,ναῦς,,,:d:ὁ,2
Iliad,2,681,2274783,ναίω,active,i,i,ὅσος,Ἄργος,,,2
Iliad,2,682,2274783,νέμω,medio-passive,i,i,ὅς,Τραχίς,,,2
Iliad,2,683,2274783,ἔχω,active,i,i,ὅς,φθία|Ἑλλάς,,,3
Iliad,2,684,2274783,καλέω,medio-passive,i,i,,,Μυρμιδόνες|Ἕλλην|Ἀχαιός,,3
Iliad,2,685,2274783,εἰμί,active,i,i,Ἀχιλλεύς,,ἀρχός,:a:ὁ,3
Iliad,2,686,2274784,μνάομαι,medio-passive,i,i,ὅς,πόλεμος,,,2
Iliad,2,687,2274785,εἰμί,active,i,i,,,,,0
Iliad,2,687,2274785,ἡγέομαι,middle,o,a,ὅς,σφεῖς,,ἐπί:a:στίξ,3
Iliad,2,688,2274786,κεῖμαι,medio-passive,i,i,Ἀχιλλεύς,,,ἐν:d:ναῦς,2
Iliad,2,689,2274786,χώομαι,medio-passive,p,p,,κόρη|Βρισηίς,,,2
Iliad,2,690,2274786,ἐξαιρέω,middle,i,a,,ὁ,,ἐκ:g:Λυρνησσός,2
Iliad,2,690,2274786,μογέω,active,p,a,,πολύς,,,1
Iliad,2,691,2274786,διαπορθέω,active,p,a,,Λυρνησσός|τεῖχος,,,2
Iliad,2,692,2274786,βάλλω,active,i,a,,Μύνης|Ἐπίστροφος|υἱός,,,3
Iliad,2,694,2274787,κεῖμαι,medio-passive,i,i,ὁ,,,,1
Iliad,2,694,2274787,ἀχεύω,active,p,p,,ὁ,,,1
Iliad,2,694,2274787,ἀνίστημι,middle,n,f,,,,,0
Iliad,2,694,2274787,μέλλω,active,i,i,,,,,0
Iliad,2,695,2274788,ἔχω,active,i,i,ὅς,Φυλάκη|Ἀντρών|Πτελεός|Πύρασος|τέμενος|Ἴτων|μήτηρ,,,8
Iliad,2,698,2274788,ἡγεμονεύω,active,i,i,Πρωτεσίλαος,ὁ,,,2
Iliad,2,699,2274788,εἰμί,active,p,p,,,ζωός,,1
Iliad,2,699,2274789,ἔχω,active,i,i,γαῖα,,,,1
Iliad,2,700,2274790,λείπω,medio-passive,i,l,ἄλοχος|δόμος,,,:d:Φυλάκη,3
Iliad,2,701,2274791,κτείνω,active,i,a,ἀνήρ,ὁ,,,2
Iliad,2,702,2274791,ἀποθρώσκω,active,p,p,,ναῦς,,,1
Iliad,2,703,2274792,εἰμί,active,i,i,ὁ,,ἄναρχος,,2
Iliad,2,703,2274792,ποθέω,active,i,i,,ἀρχός,,,1
Iliad,2,704,2274793,κοσμέω,active,i,a,Ποδάρκης|ὄζος|υἱός,σφεῖς,,,4
Iliad,2,709,2274795,δεύω2,medio-passive,i,i,λαός,ἡγεμών,,:a:τις,3
Iliad,2,709,2274795,ποθέω,active,i,i,,,,,0
Iliad,2,709,2274795,εἰμί,active,p,p,,,ἐσθλός,,1
Iliad,2,710,2274796,ἕπομαι,medio-passive,i,i,ναῦς,,,ἅμα:d:ὁ,2
Iliad,2,711,2274797,νέμω,medio-passive,i,i,ὅς,Φεραί|Βοίβη|Γλαφύραι|Ἰαωλκός,,παρά:a:λίμνη,6
Iliad,2,713,2274797,ἄρχω,active,i,i,παῖς|Εὔμηλος,ὁ,,:g:ναῦς,4
Iliad,2,714,2274797,τίκτω,active,i,a,Ἄλκηστις,ὁ,,ὑπό:d:Ἄδμητος,3
Iliad,2,716,2274798,νέμω,medio-passive,i,i,ὅς,Μηθώνη|Θαυμακίη,,,3
Iliad,2,717,2274798,ἔχω,active,i,i,,Μελίβοια|Ὀλιζών,,,2
Iliad,2,718,2274798,ἄρχω,active,i,i,Φιλοκτήτης,ὁ,,:g:ναῦς,3
Iliad,2,718,2274798,εἶδον,active,p,r,,τόξον,,,1
Iliad,2,720,2274799,ἐμβαίνω,active,i,l,ἐρέτης,,,ἐν:d:ἕκαστος,2
Iliad,2,720,2274799,εἶδον,active,p,r,,τόξον,,,1
Iliad,2,720,2274799,μάχομαι,medio-passive,n,p,,,,,0
Iliad,2,721,2274800,κεῖμαι,medio-passive,i,i,ὁ,,,ἐν:d:νῆσος;ἐν:d:Λῆμνος,3
Iliad,2,721,2274800,πάσχω,active,p,p,,ἄλγος,,,1
Iliad,2,722,2274800,λείπω,active,i,a,υἱός,μιν,,,2
Iliad,2,723,2274800,μοχθίζω,active,p,p,,ἕλκος,,,1
Iliad,2,724,2274801,κεῖμαι,medio-passive,i,i,ὁ,,,,1
Iliad,2,724,2274801,ἀχεύω,active,p,p,,,,,0
Iliad,2,724,2274802,μιμνήσκω,middle,n,f,,Φιλοκτήτης,,παρά:d:ναῦς,2
Iliad,2,724,2274802,μέλλω,active,i,i,Ἀργεῖος,,,,1
Iliad,2,726,2274803,εἰμί,active,i,i,ὁ,,ἄναρχος,,2
Iliad,2,726,2274803,ποθέω,active,i,i,,ἀρχός,,,1
Iliad,2,727,2274804,κοσμέω,active,i,a,Μέδων|υἱός,,,,2
Iliad,2,728,2274804,τίκτω,active,i,a,Ῥήνη,ὁ,,ὑπό:d:Ὀιλεύς,3
Iliad,2,729,2274805,ἔχω,active,i,i,ὅς,Τρίκκη|Ἰθώμη,,,3
Iliad,2,730,2274805,ἔχω,active,i,i,ὅς,Οἰχαλία|πόλις,,,3
Iliad,2,731,2274805,ἡγέομαι,medio-passive,i,i,παῖς|ἰατήρ|Ποδαλείριος|Μαχάων,ὁ,,,5
Iliad,2,733,2274806,στιχάομαι,medio-passive,i,i,ναῦς,,,:d:ὁ,2
Iliad,2,734,2274807,ἔχω,active,i,i,ὅς,Ὀρμένιος,,,2
Iliad,2,735,2274807,ἔχω,active,i,i,ὅς,Ἀστέριον|κάρηνον,,,3
Iliad,2,736,2274807,ἄρχω,active,i,i,Εὐρύπυλος|υἱός,ὁ,,,3
Iliad,2,737,2274808,ἕπομαι,medio-passive,i,i,ναῦς,,,ἅμα:d:ὁ,2
Iliad,2,738,2274809,ἔχω,active,i,i,ὅς,Ἄργισσα,,,2
Iliad,2,738,2274809,νέμω,medio-passive,i,i,,Γυρτώνη|Ὄρθη|Ἠλώνη|πόλις,,,4
Iliad,2,740,2274809,ἡγεμονεύω,active,i,i,Πολυποίτης|υἱός,ὁ,,,3
Iliad,2,741,2274809,τίκτω,middle,i,a,Ζεύς,ὁ,,,2
Iliad,2,742,2274810,τίκτω,middle,i,a,Ἱπποδάμεια,ὁ,,ὑπό:d:Πειρίθοος;:d:ἦμαρ,4
Iliad,2,743,2274810,τίνω,middle,i,a,,φήρ,,,1
Iliad,2,744,2274810,ὠθέω,active,i,a,,ὁ,,ἐκ:g:Πήλιον,2
Iliad,2,744,2274810,πελάζω,active,i,a,,Αἴθικες,,,1
Iliad,2,747,2274812,ἕπομαι,medio-passive,i,i,ναῦς,,,ἅμα:d:ὁ,2
Iliad,2,748,2274813,ἄγω,active,i,i,Γουνεύς,ναῦς,,ἐκ:g:Κύφος,3
Iliad,2,749,2274814,ἕπομαι,medio-passive,i,i,Ἐνιῆνες|Περαιβοί,ὁ,,,3
