lemma,freq,hdbscan,ward_40,ward_80,ward_150,x,y,gloss,gloss_source
βρώμη,5,113,6,45,45,3.3779092,12.517041,any substance that can be metabolized by an organism to give energy and build tissue,agwn
βρῶσις,10,113,6,45,45,3.3887343,12.473921,"meat; pasture; eating; taste, flavour",lsj
βυσσοδομεύω,7,114,10,7,4,1.7673627,10.687526,"build in the deep; brood over; in the depth of oneʼs soul, ponder deeply; secret designs",lsj
βωμός,20,-1,12,5,22,5.390985,11.135034,"raised platform, stand; base; altar with a base; tomb, cairn",lsj
βόειος,7,-1,1,8,96,4.376592,11.34799,of an ox; oxen; of ox-hide; bull,lsj
βόθρος,7,172,11,23,44,5.117668,11.275111,"hole, trench; pit dug in the ground; trough; hollow",lsj
βόσκω,21,87,6,46,146,2.4252696,12.60094,"feed, tend; the feeder; feed, nourish; maintain, keep",lsj
βῆσσα,12,167,11,23,126,4.4564915,10.905167,"wooded combe, glen; glens; drinkingcup",lsj
γάλα,7,119,6,45,45,3.7956817,12.803102,lac; glact; milk; the breast,lsj
γάλοως,5,201,22,36,8,1.7182426,11.508824,"husbandʼs sister; brotherʼs wife, sister-in-law; glōs",lsj
γάμος,29,194,16,26,41,4.0497174,11.460702,"wedding; a wedding; marriage, wedlock; marriage",lsj
γέγωνα,18,227,20,66,32,1.4735321,11.877055,shout so as to make oneself heard; can make himself heard; make oneʼs voice carry; cry out to,lsj
γέλως,8,215,16,26,41,3.4943519,11.701673,laughter; ridiculous; joke; laugh,lsj
γένειον,7,216,1,72,72,4.867639,12.075532,"part covered by the beard, chin; chin; beard; mane",lsj
γένος,30,219,16,26,41,3.883457,11.790437,"race, stock, kin; by race; race; of kin",lsj
γέντο,5,185,14,16,59,1.3588513,13.087027,he grasped,lsj
γέρας,40,219,16,26,41,3.8927987,11.809234,"gift of honour; the last honours; privilege, prerogative; gift, present",lsj
γέρων,208,44,16,26,47,4.215252,7.736347,"old man; Elders, Chiefs; Senators; old",lsj
γέφυρα,7,166,11,52,144,4.604946,10.96394,"dyke, dam; open space; limits; causeway",lsj
γαιήοχος,15,43,10,63,63,1.9663311,9.769286,"earth-moving, earth-carrying; protecting the country; veho; váhati",lsj
γαλήνη,5,103,22,36,8,2.4706638,10.936778,"stillness of the sea, calm; calm sea; stillness; calmness, serenity",lsj
γαμέω,23,33,15,78,38,2.8006036,12.646882,marry; take to wife; marry a wife; take for a paramour,lsj
γαμβρός,15,45,15,78,38,5.1275296,8.911071,connexion by marriage; son-in-law; brother-in-law; sisterʼs husband,lsj
γαστήρ,27,217,1,72,72,5.114753,12.296436,"paunch, belly; the hollow; belly; wide part",lsj
γαῖα,272,78,5,24,112,4.657234,10.32437,"land, country; land; earth; the earth",lsj
γείνομαι,28,33,15,78,38,2.8155143,12.6604185,to be born; at oneʼs birth; beget; bring forth,lsj
γελάω,24,227,20,66,32,1.5252564,11.785332,laugh; laughed; a laugh being raised; laughs scornfully,lsj
γενεά,47,210,16,31,7,3.639054,11.644125,"race, family; by birth; blood; younger",lsj
γεραιός,34,44,16,26,47,4.213582,7.798144,"old; reverend sire; the elders, senators; eldest",lsj
γεύω,5,229,34,3,137,0.26088172,12.4592285,"give a taste; taste; they had tasted, eaten of; take food",lsj
γηθέω,38,228,20,66,32,1.1316371,11.896267,rejoice; will rejoice; rejoice in doing; impune,lsj
γηθόσυνος,6,1,12,5,5,1.1773157,10.163214,"joyful, glad",lsj
γηράσκω,10,86,17,70,142,2.5606186,12.564218,grow old; to be so; grew old; bring to old age,lsj
γιγνώσκω,113,214,9,9,99,0.8955045,11.371235,"come to know, perceive; know; know by reflection; know by observation",lsj
γλαυκῶπις,88,25,5,15,48,5.8398514,8.90495,with gleaming eyes,lsj
γλαφυρός,82,131,0,50,1,3.4106169,9.229287,"hollow, hollowed; a deep; arched; polished",lsj
γλυκύς,38,146,0,50,1,3.3407142,8.644191,"sweet to the taste; smell; pleasant, delightful; sweet, fresh",lsj
γλῶσσα,12,195,1,72,72,5.0282793,12.314227,tongue; larynx; of talking; frankness of speech,lsj
γναθμός,7,182,0,32,15,5.493224,11.513137,jaw,lsj
γναμπτός,10,132,0,32,15,3.1144223,8.828555,"curved, bent; supple, pliant; pliable",lsj
γνωτός,8,-1,0,32,15,2.9162507,8.411009,"perceived, understood, known; well-known",lsj
γνύξ,6,-1,0,32,15,2.7885118,8.15898,with bent knee; on the knee,lsj
γοάω,23,201,10,7,4,1.515337,11.587105,"groan, weep; bewail",lsj
γουνάζομαι,5,235,13,48,12,0.13749489,12.032414,"clasp; knees; implore, entreat; implore",lsj
γουνόομαι,8,235,13,48,12,0.1458617,12.005444,,none
γουνός,5,187,12,5,22,5.6268263,11.13174,high ground,lsj
γραῦς,22,-1,25,25,20,5.7125235,9.560385,old woman; old wives; an old man; scum,lsj
γυμνός,11,136,20,56,27,1.8330454,10.4382,"naked, unclad; unarmed; parts not covered by armour, exposed parts; right side",lsj
γυμνόω,8,191,20,56,27,1.7042557,12.209849,strip naked; strip; strip oneself; be stripped naked,lsj
γυνή,237,-1,15,78,38,5.3208528,9.059659,"woman; man; mistress, lady; the lasses",lsj
γυῖον,49,-1,10,0,16,1.949117,10.428352,limb; the feet; womb; hands,lsj
γόνος,16,33,15,78,38,2.979679,12.461865,"that which is begotten, child; offspring; son; roe",lsj
γόνυ,117,112,1,72,72,4.4405437,12.442312,knee; clasping the knees; on my knees; the knee,lsj
γόος,49,-1,12,5,5,3.2353425,11.671193,"weeping, wailing; louder signs of grief; grief for; for",lsj
γύαλον,6,158,1,8,96,4.6233597,11.798276,hollow; breast; back-piece; front-piece,lsj
γύψ,6,56,25,25,20,5.6566153,9.953525,vulture,lsj
γῆ,11,78,5,24,112,4.630943,10.226782,earth; heaven; land; sea,lsj
γῆρας,30,-1,16,31,7,3.268147,11.471341,"old age; cast skin, slough of a serpent",lsj
δάιος,43,38,36,17,37,4.084328,9.314189,"hostile, destructive; burning, consuming; enemies; fighting man",lsj (relaxed match)
δάκρυον,97,-1,13,48,6,1.5512667,11.774858,"tear; that which drops like tears, gum, sap",lsj
δάμαρ,5,45,15,78,38,5.2598743,8.98895,"wife, spouse",lsj
δάμνημι,12,176,14,29,33,1.7779945,12.694042,"forced, seduced",lsj
δάος,5,-1,16,26,41,3.8847194,11.675679,"firebrand, torch",lsj
δάπεδον,9,173,19,4,97,4.986438,11.387605,"level surface; floor of a chamber; ground, soil; ground",lsj
δάπτω,6,-1,10,0,16,1.6104237,10.831726,devour; rend; tear; corrode,lsj
δάω,21,214,9,9,99,0.7851542,11.285661,learn; teach; know; wilt learn,lsj
δέκα,20,117,31,79,79,2.6190963,5.618558,ten; the Ten; Attic Orators; decemviri,lsj
δέκατος,19,2,31,79,79,2.5831144,6.120056,"tenth; tenth part, tithe; of the tenth; the tenth day",lsj
δέμας,38,211,16,31,7,3.8014383,11.733431,bodily frame; the living body; in stature; shoot,lsj
δέμνιον,12,112,1,41,64,4.3380966,12.467306,"bedstead, mattress; bed",lsj
δέμω,14,-1,14,29,28,2.0725708,13.086574,"build; built him; construct, prepare; munire viam",lsj
δένδρεον,13,60,6,46,146,5.374882,10.586421,tree; fruit; mast-bearing trees; tall plants,lsj
δέος,24,215,16,26,41,3.5857582,11.768695,"fear, alarm; fear; fear of; to fear",lsj
δέπας,56,120,1,41,64,3.816191,12.678233,"beaker, goblet; bowl",lsj
δέρκομαι,13,61,13,48,6,0.54920024,12.272849,"see clearly, see; having sight; alive, living; since she lives",lsj
δέρμα,13,-1,1,41,64,4.3674493,12.341401,"skin, hide; skin; skins prepared for bags, bottles; a manʼs skin",lsj
δέρω,10,212,14,29,28,1.8788803,13.381621,"skin, flay; to have oneʼs; flayed off; will make",lsj
δέσποινα,9,46,15,78,38,5.207028,8.835778,"mistress, lady of the house; mistress; princess, queen; Empress",lsj
δέχομαι,75,-1,7,6,116,0.041838396,12.517814,"take, accept, receive; receive; at the hand of; accept",lsj
δέω,57,190,14,29,28,1.3522415,13.443328,"bind, tie, fetter; to bind; tie; bind, keep in bonds",lsj
δέω2,13,229,34,3,137,0.39647454,12.244293,"lack, miss, stand in need of; want; from; lacking",lsj (homograph 2)
δήμιος,7,37,2,2,69,4.4840894,8.503651,belonging to the people; elected by the people; public; at the public cost,lsj
δήν,37,58,0,50,2,2.958031,7.9154544,for a long while; long-lived; long ago; dudum,lsj
δήω,9,87,14,16,59,2.207729,12.703001,"find, meet with",lsj
δίδωμι,452,179,3,42,42,0.1609346,12.8576565,"give freely; to be ready to give, offer; things offered; grant, assign",lsj
δίζημαι,11,230,35,35,0,0.5270915,12.335782,"seek out, look for; seek for; devising means for; seeking to win her",lsj
δίκαιος,16,207,16,26,47,2.9056313,11.290607,"observant of custom; rule; of social rule, well-ordered, civilized; good",lsj
δίκη,15,207,16,26,47,3.1175654,11.45143,"custom, usage; way; the way; like",lsj
δίνη,7,167,10,0,16,4.173877,10.836372,"whirlpool, eddy; rotating heaven; whirlwind; circular motion, rotation",lsj
δίπλαξ,5,151,14,12,92,4.665779,11.695857,"in double folds; layers; twofold, double; double-folded mantle",lsj
δίπτυχος,5,151,14,12,92,4.941514,11.636539,"double-folded, doubled; a pair of; folding; having doubled",lsj
δίσκος,6,151,14,12,92,4.802385,11.578393,"quoit; quoitʼs; anything quoit-shaped; dish, trencher",lsj
δίφρος,88,151,14,12,92,4.876195,11.493838,chariot-board; two; chariot; travelling-car,lsj
δίχα,9,-1,31,34,113,2.8048668,5.895663,"in two, asunder; divided; divided against itself; apart, aloof",lsj
δίω,14,-1,14,12,92,1.7592659,12.578896,"put to flight; drive; pursuing; give chase, hunt",lsj
δαήμων,5,-1,9,9,99,4.2344666,9.138602,"knowing, experienced in; knowing best how to",lsj
δαήρ,6,71,15,78,38,4.2700734,7.15685,"Aus Lydien; husbandʼs brother, brother-in-law; devár; dieveȓs",lsj
δαίδαλος,7,126,1,41,66,3.8562205,12.569633,"cunningly; curiously wrought; cunning works; spotted, speckled",lsj
δαίζω,21,-1,36,17,138,0.93483716,12.298744,cleave asunder; slay; pierced through; torn,lsj (relaxed match)
δαίμων,57,-1,10,0,16,2.2348416,10.436141,"god, goddess; the Divine power; the Deity; chance",lsj
δαίνυμι,50,185,14,16,59,1.5971682,12.804107,give a banquet; feast; to give; thou shalt be,lsj
δαίς,54,113,6,45,45,3.465781,12.563161,"meal, banquet; duly shared; banquet; sacrificial feast",lsj
δαίς2,15,113,6,45,45,3.4857147,12.62752,"meal, banquet; duly shared; banquet; sacrificial feast",lsj (homographs merged)
δαίτη,12,113,6,45,45,3.3876486,12.545171,"feast, banquet",lsj
δαίφρων,56,-1,36,17,138,3.9759655,9.166458,"warlike, fiery; wise, prudent; craftsman; dasrás",lsj (relaxed match)
δαίω,20,199,14,16,59,1.801614,12.950891,"dunō óti; light up, kindle; she made; burn",lsj
δαίω2,9,199,14,16,59,1.9005687,13.054702,"divide; is torn, distracted; distribute; feast",lsj (homograph 2)
δαιδάλεος,17,53,29,14,124,3.253326,9.664567,"cunningly; curiously wrought; dappled, spotted; shot with light, sheeny",lsj
δαιμόνιος,20,71,31,34,131,4.168426,6.993544,"belonging to a; miraculous, marvellous; good sir; lady",lsj
δαιτυμών,9,32,15,20,114,5.160987,8.3297415,"one that is entertained, guest; those who bring each his portion",lsj
δακρυόεις,18,-1,10,7,4,1.2048986,9.57453,tearful; through tears; causing tears,lsj
δακρύω,13,228,20,66,32,1.1764668,11.986282,"weep, shed tears; with tears; to flood; to be in tears",lsj
δαμάζω,142,176,14,29,33,1.7043128,12.660293,"overpower; tame, break in; work; clear",lsj
δαμνάω,6,176,14,29,33,1.737032,12.625821,"overcome, as with emotions or perceptual stimuli",agwn
δατέομαι,29,-1,14,16,59,1.235534,12.3622465,divide among themselves; they share; are alike filled with; tear,lsj
δείδω,98,-1,13,11,19,1.1068587,12.015508,"fear; to be alarmed, anxious; fear to do; fear, dread",lsj
δείκνυμι,24,-1,9,22,26,0.39925903,11.310792,"bring to light, show forth; portray, represent; cause; render",lsj
δειδίσσομαι,8,-1,13,11,93,0.6121188,12.125883,"frighten, alarm; to scare; away; fear",lsj
δειλός,37,44,31,34,131,4.1361623,8.162513,"cowardly; vile, worthless; lowborn, mean; afraid of",lsj
δεινός,93,-1,0,50,1,3.3546176,8.634135,"fearful, terrible; fearful; awful; danger, suffering, horror",lsj
δειπνέω,10,-1,6,45,45,1.9437255,12.838241,"make a meal; take the chief meal, dine; make; serve as dinner",lsj
δειρή,13,195,1,72,72,4.908529,12.131883,"neck, throat; ornaments; collar; gully, glen",lsj
δεξιτερός,20,-1,1,72,72,5.197052,11.993334,right-hand of two; the right hand,lsj
δεξιός,31,-1,1,72,72,5.3141546,12.05481,on the right hand; side; the right; fortunate,lsj
δεσμός,28,-1,12,51,51,5.1886644,11.445002,"band, bond, anything for tying and fastening; halter; mooring-cable; door-latch",lsj
δεύτερος,33,-1,21,1,100,3.008088,6.518484,second; next; comes in second; hereafter,lsj
δεύω,17,199,14,16,59,1.7436221,13.016593,"wet, drench; to be flooded; steeped; wets his",lsj
δεύω2,15,229,34,3,137,0.41919732,12.1906,"miss, want; he missed, failed; feel the want; loss of, be without",lsj (homograph 2)
δεῖπνον,28,113,6,45,45,3.485223,12.6766815,meal; noonday meal; morning meal; evening meal,lsj
δεῖπνος,7,113,6,45,45,3.5095246,12.67544,,none
δεῦρο,65,90,21,71,17,4.6988316,6.7733474,hither; to [have come hither and] be here; here; sensible objects,lsj
δεῦτε,5,70,31,34,131,4.0324235,6.784502,come hither!,lsj
δηθά,15,58,0,50,2,2.8212326,7.632722,for a long time; long,lsj
δηθύνω,5,58,0,50,2,2.862745,7.804586,"tarry, delay; to be prolonged; to be slow",lsj
δηιοτής,30,-1,36,17,37,2.2649276,10.77222,"battle-strife, the battle; mortal struggle, death",lsj (relaxed match)
δηιόω,23,191,36,17,37,1.494872,12.020214,"cut down, slay; slaying; were slaying; were being slain",lsj (relaxed match)
δηλέομαι,14,191,36,17,37,1.3730981,11.43146,"hurt, do a mischief to; did; a mischief; slew",lsj
δημός,13,-1,12,5,22,5.626034,10.973598,fat; with fat; and fat,lsj
δηριάομαι,7,201,36,17,37,1.5298846,11.513091,contend; wrangle; contend with; contest a prize,lsj
δηρός,34,58,0,50,2,2.8981402,7.9050474,"long, too long; all too long; lingering",lsj
διάκτορος,15,25,25,25,105,5.8162594,8.909247,minister; messenger,lsj
διέκ,9,-1,7,47,36,1.6110117,7.081028,out through,lsj
διέρχομαι,10,208,7,47,50,0.24240473,13.929292,"go through, pass through; pass through, complete; went abroad, spread; shoot through",lsj
διίστημι,7,-1,7,47,36,0.3632743,13.870257,"set apart, separate; set; at variance with; divide",lsj (relaxed match)
διακρίνω,15,8,7,47,36,0.86622334,12.988618,separate one from another; part; to be parted; part and join different,lsj
διαλέγω,5,-1,4,27,108,0.052119035,11.418216,"pick out; glean; select, separate; examine, check",lsj
διαμπερές,30,77,0,19,54,2.1536388,8.229733,"through and through, right through; without break, continuously; in a piece; throughout, for ever",lsj
διαπέρθω,12,202,7,76,53,0.68408215,13.069959,"destroy utterly, sack, waste",lsj
διαπράσσω,8,4,11,52,107,1.8597175,12.611752,pass over; made their way over; may finish; went through,lsj
διαπρύσιος,7,-1,0,50,1,3.0455005,8.357821,"going through, piercing; piercing into, running out into; piercing, thrilling; piercing",lsj
διαρραίω,10,202,7,76,53,0.71012574,13.004531,"dash in pieces, destroy; to be destroyed, perish",lsj
διασεύομαι,6,-1,7,76,53,0.855972,13.768214,dart through,lsj
διατμήγω,10,95,14,29,33,2.1057103,13.394867,cut in twain; having cut; in twain; distinguish,lsj
διατρίβω,7,-1,17,75,75,2.016816,12.725885,"rub hard; wear away, consume; to fritter away; perish",lsj
διδάσκω,9,-1,9,9,99,2.4979076,12.834689,instruct; teach; taught; taught how,lsj
διείρομαι,5,233,9,22,125,0.23139675,11.126582,,none
διηνεκής,8,-1,0,50,1,2.480674,8.502959,"continuous, unbroken; cut the whole length; regularity; perpetual",lsj
δικάζω,8,-1,16,26,47,2.2672422,11.323468,"Bis Acc; judge, sit in judgement; sit as a juror; give judgement on, decide, determine",lsj
δινήεις,13,100,10,7,4,1.2726978,9.437893,"whirling, eddying; rounded",lsj
δινεύω,14,157,14,16,59,2.1267784,12.284842,"whirl, spin round; after whirling; driving; round a circle",lsj
διογενής,41,62,31,34,131,4.2746406,7.160449,sprung from Zeus; ordained and upheld by Zeus; divine,lsj
διοτρεφής,27,62,0,19,55,4.1960096,7.2819324,"fostered, cherished by Zeus; fed by rain",lsj
διώκω,31,169,10,0,16,1.7991008,10.515904,"cause to run, set in quick motion; pursue, chase; chase; follow",lsj
δμωή,50,34,15,78,38,5.0886474,8.455042,"female slave taken in war; female slave, serving-woman",lsj (relaxed match)
δμώς,22,34,15,78,38,4.954676,8.498233,slave taken in war; slave,lsj
δμῶος,5,34,15,78,38,4.977577,8.42594,,none
δοάσσατο,11,237,4,43,43,-0.04407897,11.593879,it seemed; appear,lsj
δοιοί,19,-1,31,79,79,2.5767415,5.7109256,"two, both; in two ways, in two points; twofold, double",lsj
δοιώ,7,-1,31,79,79,2.5074213,5.728356,a set of two similar things considered as a unit,agwn
δοκέω,25,206,4,43,43,-0.17468317,11.438397,"expect; think, suppose, imagine; thought; methought",lsj
δοκεύω,6,-1,30,61,14,1.0053769,11.702218,"keep an eye upon, watch narrowly; watches; having watched for; lie in wait for",lsj
δολιχήρετμος,5,104,29,14,9,2.4910932,9.455119,long-oared; using long oars,lsj
δολιχός,12,-1,1,8,96,3.3005183,8.967314,long; dīrghas,lsj
δολιχόσκιος,25,52,1,8,96,3.5579503,9.388478,casting a long shadow; long; far-reaching,lsj
δολομήτης,7,-1,24,49,60,5.8356543,9.261366,,none
δολοφρονέων,8,150,0,58,13,1.8943126,11.590068,"planning craft, wily-minded",lsj
δορπέω,5,-1,29,14,9,1.8344568,12.303516,take supper,lsj
δουπέω,24,228,20,66,32,1.4083315,12.098488,sound heavy; dead; the heavy thud of a corpse; falls with heavy sound,lsj
δουρικλειτός,17,3,27,55,111,4.4693937,9.090473,famed for the spear,lsj
δοῦπος,11,-1,12,5,5,3.1873667,11.741928,"any dead, heavy sound, thud; din; sound; the measured tread",lsj
δράκων,9,56,6,46,10,5.519396,10.116819,"dragon, serpent; water-snake; Draco; the great weever",lsj
δρόμος,11,194,16,26,41,4.1777062,11.565283,"course, race; course; speed; any quick movement",lsj
δρῦς,16,-1,6,46,146,5.4437647,10.506025,tree; Quercus Aegilops; Quercus Ilex; of oak leaves,lsj
δυοκαίδεκα,12,116,31,79,79,2.5994372,5.604992,twelve,lsj
δυσαής,5,-1,0,19,55,3.168269,9.454759,"ill-blowing, stormy; excessive; ill-smelling",lsj
δυσηχής,10,74,0,19,55,2.490345,8.783209,ill-sounding; giving a dull sound; bringer of great woe; of ill-repute,lsj
δυσμενής,29,31,15,20,122,4.99665,8.283513,hostile; enemies; an enemy of,lsj
δυώδεκα,8,-1,31,79,79,2.5846488,5.702149,twelve,lsj
δωδέκατος,11,2,31,79,79,2.5657506,6.099741,twelfth,lsj
δόλος,41,-1,16,26,41,3.7947958,11.450918,bait; any cunning contrivance for deceiving; catching; trap,lsj
δόμονδε,7,90,11,69,34,4.990717,6.917945,homeward; house,lsj
δόμος,125,171,11,69,34,5.098307,11.121343,"domus; house; part of a house, room, chamber; a house",lsj
δόρπον,31,-1,6,45,45,3.0691862,12.00749,"evening meal; meal, food",lsj
δόρπος,7,-1,6,45,45,3.0962636,12.028249,,none
δόρυ,270,158,1,8,96,4.8435464,11.887274,"stem, tree; plank; beam; mast",lsj
δόσις,5,207,16,31,7,3.081519,11.786189,"giving; licence, permission; ramming; gift",lsj
δύη,5,210,16,31,7,3.3446727,11.284453,"misery, anguish; of woe; two; Theol, Ar",lsj
δύναμαι,108,206,4,43,43,-0.37041077,11.536268,"to be able, strong enough; canst; powerful, mighty; multum valet",lsj
δύναμις,8,210,16,31,7,3.384508,11.487711,"power, might; bodily strength; strength, power, ability; strength",lsj
δύο,149,-1,31,79,79,2.5566516,5.6558084,two; two and two,lsj
δύσμορος,8,41,31,34,131,2.850068,9.838981,ill-fated; with ill fortune,lsj
δύστηνος,21,44,15,78,38,4.246324,8.269501,"wretched, unhappy, unfortunate, disastrous; unhappy are they; wretched",lsj
δύω,5,-1,14,29,28,0.9414361,13.210698,"cause to sink, sink, plunge in; get; go into; enter, make oneʼs way into",lsj
