lemma,sense_id,n_occ,field_hdbscan,field_label,field_ward_25,gloss,top_context_lemmas
αἴξ,0,3,3,"bull, bird, night, chariot",12,goat; ibex; the star Capella; goose,ταῦρος Ἀπόλλων ἑκατόμβη Σμινθεύς χαρίεις ναός ἐρέφω πίων μηρία καίω κραίνω ἔλδωρ
κρατερός,0,3,23,"best, better, force, bad",21,"strong, stout, mighty; stern, harsh; mighty, fierce; hard",μῦθος τέλλω
τέλλω,0,3,33,"throw, crown, choose, hurl",4,accomplish; perform; come into being; turns,κρατερός μῦθος
ἀγορά,0,3,-1,,10,assembly; of the People; Amphictyonic Council; conventus agere,δέκατος καλέω λαός Ἀχιλλεύς λύω ναῦς Ἀχαιός πωλέομαι κυδιάνειρα πόλεμος
ἀείδω,0,3,-1,,4,Il.Parv; sing; crow; hoot,καλός μῆνις θεά Πηλείδης Ἀχιλλεύς οὐλόμενος πανημέριος μολπή θεός ἱλάσκομαι παιάν κοῦρος
οἴχομαι,0,3,32,"sit, stay, leap, stand",4,"come; go, go away, go off; he has gone, departed; he had gone",στρατός κῆλον θεός Θήβη ἱερός πόλις Ἠετίων χώομαι γέρων
μητίετα,0,2,-1,,20,counsellor; all-wise,Ζεύς τιμάω τίνω Ὀλύμπιος
ἄρχω,0,2,-1,,24,"to be first; begin, make a beginning; to be the aggressor; to begin oneʼs",Ζεύς Ἥφαιστος κλυτοτέχνης ἀγορεύω μήτηρ φίλος ἐπίηρα φέρω λευκώλενος Ἥρα
ἀφύσσω,0,2,20,"destroy, accept, away, lay",7,draw; was drawn from; draw full draughts of; heap it up,οἴομαι ἄτιμος ἄφενος πλοῦτος θεός ἐνδέξιος πᾶς οἰνοχοέω γλυκύς νέκταρ κρατήρ
λανθάνω,0,2,29,"hear, rouse, escape notice, waste",8,escape notice; escape; notice; donʼt know,Θέτις ἐφετμή παῖς
νόος,0,2,-1,,10,"mind; sense, wit; prudently; senselessly",ἀγαθός θεοείκελος Ἀχιλλεύς κλέπτω παρέρχομαι πείθω ἐξαυδάω κεύθω οἶδα ἄμφω
Αἴας,0,2,-1,,24,Ajax,αἱρέω Ὀδυσσεύς ἀνήρ δίδωμι εἶμι γέρας ἄγω εἷς ἀρχός βουληφόρος Ἰδομενεύς δῖος
ἐρέτης,0,2,8,"sea, earth, land, salt",13,rowers; oars; era; aritár,ἀγείρω κρίνω
ἀρχός,0,2,-1,,24,"leader, chief; ruler; dux Orientis; the rectum",ἀνήρ Ὀδυσσεύς εἷς βουληφόρος Αἴας Ἰδομενεύς δῖος Πηλείδης πᾶς ἔκπαγλος Ἑκάεργος ἱλάσκομαι
Κρονίδης,0,2,22,"greeks, olympus, men, cronos",18,son of Cronos; Zeus; an aged man,εὑρίσκω εὐρύοπα ἧμαι ἄκρος κορυφή πολυδειράς Ὄλυμπος αἰνός ποῖος μῦθος εἶπον
ἠέριος,0,2,0,"early, morn, light, day",16,"early, at; with early morn; misty, dimly seen; high in air",ἀναβαίνω μέγας οὐρανός Ὄλυμπος παρέζομαι
ῥέζω,0,2,25,"luo, shut, look gaze, loosen",2,"do, act, deal; do, accomplish, make; if once done; wronged",ἀνήρ ἱλάσκομαι ἱερός ἄναξ εἷς ἀρχός βουληφόρος Αἴας Ἰδομενεύς δῖος Ὀδυσσεύς Πηλείδης
μάχη,0,2,26,"strength, death, strife, fear",10,,ἔρις φίλος πόλεμος φημί Τρώς ἀρήγω
ἠώς,0,2,0,"early, morn, light, day",16,"dawn; light of day; morning; at morn, early",ἠριγένεια φαίνω ῥοδοδάκτυλος ἀνάγω στρατός εὐρύς Ἀχαιός δωδέκατος γίγνομαι Ὄλυμπος εἶμι θεός
αἰχμητής,0,2,14,"dreams, augur, strong, powerful busied",21,"spearman, warrior; pointed; spear-wielding; warlike",Τρώς ἔρχομαι μάχομαι αἴτιος τίθημι θεός προτίθημι ὄνειδος μυθέομαι
ἐλαύνω,0,2,-1,,8,"drive, set in motion; drive; ride; row",βοῦς ἵππος Φθία ἐριβῶλαξ βωτιάνειρα καρπός1 δηλέομαι πολύς ὄρος σκιόεις θάλασσα ἠχήεις
Φθία,0,2,17,"troy, phthia, city, pear",14,Phthia; to Phthia; at Phthia; a man of Phthia,πολύς εἶμι βοῦς ἐλαύνω ἵππος ἐριβῶλαξ βωτιάνειρα καρπός1 δηλέομαι ὄρος σκιόεις θάλασσα
ὄρος,0,2,8,"sea, earth, land, salt",14,"mountain, hill; canton, parish; desert",βοῦς ἐλαύνω ἵππος Φθία ἐριβῶλαξ βωτιάνειρα καρπός1 δηλέομαι πολύς σκιόεις θάλασσα ἠχήεις
ἕπομαι,0,2,32,"sit, stay, leap, stand",7,sacate; sequor; sèkti; saśc(a)-),μέγας ἀναιδής χαίρω τιμή ἄρνυμαι Μενέλαος κυνώπης Τρώς θεός πᾶς
ἀλεγίζω,0,2,-1,,8,"trouble oneself about; care for, mind, heed",
ὀλίγος,0,2,15,"youth, safe, small, honour",24,"little, small; small, low; not copious; slight",φίλος ἔρχομαι ἔχω ναῦς κάμνω πολεμίζω θυμός ἔνειμι
ἄτιμος,0,2,15,"youth, safe, small, honour",21,"unhonoured, dishonoured; dishonourable; without the honour of.., not deemed worthy of; unworthy",οἴομαι ἄφενος πλοῦτος ἀφύσσω νημερτής ὑπισχνέομαι κατανεύω ἀπεῖπον δέος οἶδα ὅσος πᾶς
κοιμάω,0,2,30,"disperse, prepare, mischief, delight",1,"lull, put to sleep; put to bed; still, calm; soothe, assuage",ἥλιος καταδύω κνέφας ἔρχομαι πρυμνήσιος ναῦς γλυκύς ὕπνος ἱκάνω
μῆνις,0,2,-1,,10,wrath; revengeful temper,Ἀχιλλεύς ἀείδω θεά Πηλείδης οὐλόμενος κέλομαι Ζεύς φίλος μυθέομαι Ἀπόλλων ἑκατηβελέτης ἄναξ
καρτερός,0,2,15,"youth, safe, small, honour",24,"strong, staunch; the strongest; possessed of, in control of, master of; steadfast, patient",θεός δίδωμι θεά γείνομαι μήτηρ φέρτατος πλείων ἀνάσσω
ὀνίνημι,0,2,-1,,7,"profit, benefit, help; gratify, delight; benefit; will",Ζεύς ἔπος ἔργον ἔρχομαι Ὄλυμπος λίσσομαι καρδία πατήρ ἀθάνατος κραίνω ἔλδωρ
ὠκύπορος,0,2,21,"mortal, earth, ones, perfect",25,,ναῦς πάρημαι μηνίω Ἀχαιός διογενής Πηλεύς υἱός πούς ὠκύς Ἀχιλλεύς
γηθέω,0,2,7,"fear, rejoice, tears, cower",6,rejoice; will rejoice; rejoice in doing; impune,Πρίαμος παῖς Τρώς μέγας χαίρω θυμός πᾶς πυνθάνομαι μάρναμαι βουλή Δαναοί μάχομαι
πάρημαι,0,2,-1,,8,to be seated beside; seated by; seated at; dwell beside,ναῦς ὠκύπορος μηνίω Ἀχαιός διογενής Πηλεύς υἱός πούς ὠκύς Ἀχιλλεύς
ὠκύμορος,0,2,14,"dreams, augur, strong, powerful busied",21,,πέλω ὀιζυρός πᾶς τιμάω υἱός
αἶσα,0,2,-1,,10,,ὀφείλω ναῦς ἀδάκρυτος ἀπήμων ἧμαι κακός τίκτω μέγαρον
αἰνός,0,2,9,"greedy, silver bow, terribly, ruthless",22,"dread, horrible; dread, terrible; terribly; strangely, exceedingly",τέκνον τρέφω τίκτω Κρονίδης ποῖος μῦθος εἶπον
ἐπιχθόνιος,0,2,21,"mortal, earth, ones, perfect",21,"upon the earth, earthly; earthly ones, men on earth; who haunt the earth; natives",κράτιστος τρέφω ἀνήρ βροτός μάχομαι
παρέζομαι,0,2,-1,,8,sit beside,Ἀχαιός μιμνήσκω λαμβάνω γόνυ ἐθέλω Τρώς ἀρήγω πρύμνα ἅλς1 εἴλω κτείνω πᾶς
βία,0,2,-1,,10,"bodily strength, force; act of violence; against; will, in spite of",πατήρ ἀμείνων λείπω χώομαι θυμός εὔζωνος γυνή ἀέκων ἀπαυράω
μακρός,0,2,-1,,9,long; ships of war; the longer sides; length-wise,καλέω ἔρχομαι θεά ὑπολύω δεσμός ἑκατόγχειρος Ὄλυμπος Βριάρεως θεός ἀνήρ πᾶς Αἰγαίων
κῦδος,0,2,26,"strength, death, strife, fear",10,"glory, renown; glory",βασιλεύς Πηλείδης ἐθέλω ἐρίζω ὁμοῖος μείρομαι τιμή σκηπτοῦχος Ζεύς δίδωμι Κρονίων καθέζομαι
σημαίνω,0,2,-1,,8,"show by a sign, indicate, point out; after indicating; you have; shown you",πᾶς κρατέω ἐθέλω ἀνάσσω πείθω οἴομαι
μέγαρον,0,2,5,"silver, overgrown, gold, breast",12,"large room, hall; the chief room; womenʼs apartment; bedchamber",πατήρ ἀκούω εὔχομαι φημί κελαινεφής Κρονίων οἶος ἀθάνατος ἀεικής λοιγός ἀμύνω συνδέω
ἀναιρέω,0,2,20,"destroy, accept, away, lay",7,"take up; having raised; take up and carry off, bear away; make away with, destroy",θοός ναῦς μέλας φέρω ἀέκων χερνίπτομαι οὐλοχύται
Πύλος,0,2,17,"troy, phthia, city, pear",14,Pylos,γενεά μέροψ ἄνθρωπος φθίω τρέφω γίγνομαι ἠγάθεος μεθομιλέω ἔρχομαι ἄπιος γαῖα
πολύμητις,0,2,-1,,20,of many counsels,Ὀδυσσεύς ἀρχός βαίνω βωμός ἄγω πατήρ φίλος χείρ τίθημι
κέλευθος,0,2,8,"sea, earth, land, salt",13,"road, path; the streets; paths, orbits; path",ἀναβαίνω ἐπιπλέω ὑγρός θέω κῦμα διαπράσσω
ἀπολυμαίνομαι,0,2,25,"luo, shut, look gaze, loosen",8,cleanse oneself by bathing; from an,λαός Ἀτρείδης ἄνωγα
ἀτρύγετος,0,2,39,"unresting snowed, dazzling, deep, confused",20,"unharvested, barren; never worn out, unresting",θίς ἅλς1 ἔρδω Ἀπόλλων τελήεις ἑκατόμβη ταῦρος αἴξ ἀέκων βαίνω
οὐρανός,0,2,-1,,14,"heaven; vault; firmament of heaven, sky; Heaven",κνῖσα ἱκνέομαι ἑλίσσω καπνός ἠέριος ἀναβαίνω μέγας Ὄλυμπος
τέκνον,0,2,16,"son, lord, man, old",23,"child; my son, my child; young",κλαίω τρέφω αἰνός τίκτω
ἀναδύνω,0,2,32,"sit, stay, leap, stand",4,come to the top of the water; emerge,πολιός ἅλς1 ὀμίχλη κῦμα θάλασσα
ῥίγιον,0,2,31,"tolerable, worth, fulfil, accused",21,,
εὑρίσκω,0,2,-1,,7,"find; find that; found; find means, be able",ἧμαι κλισία ναῦς μέλας εὐρύοπα Κρονίδης ἄκρος κορυφή πολυδειράς Ὄλυμπος
διογενής,0,2,-1,,24,sprung from Zeus; ordained and upheld by Zeus; divine,Πάτροκλος ἐξάγω κόρη μηνίω ναῦς πάρημαι ὠκύπορος Πηλεύς υἱός πούς ὠκύς Ἀχιλλεύς
Πάτροκλος,0,2,-1,,24,Patroclus,διογενής ἐξάγω κόρη φίλος ἐπιπείθομαι ἑταῖρος
θνητός,0,2,21,"mortal, earth, ones, perfect",25,"liable to death, mortal; mortals; mortal women; mortal creatures",θεός μάρτυρος μάκαρ ἄνθρωπος βασιλεύς ἀπηνής χρεώ γίγνομαι ἀεικής λοιγός ἀμύνω λοίγιος
ὀφέλλω,0,2,-1,,7,"increase, enlarge, strengthen; raises high; multiply; add to",τιμή μήτηρ τίκτω μινυνθάδιος Ὀλύμπιος ἐγγυαλίζω Ζεύς ὑψιβρεμέτης Τρώς τίθημι κράτος Ἀχαιός
γυνή,0,2,16,"son, lord, man, old",23,"woman; man; mistress, lady; the lasses",ἀέκων κίω λείπω χώομαι θυμός εὔζωνος βία ἀπαυράω
πένθος,0,2,27,"blood, heart, feeling, life",10,"grief, sorrow; for; mourning; a public mourning",μέγας Ἀχαιΐς γαῖα ἱκάνω φρήν ἱκνέομαι
δωδέκατος,0,2,-1,,15,twelfth,Ὄλυμπος ἔρχομαι γίγνομαι ἠώς εἶμι θεός πᾶς
Μυρμιδόνες,0,2,22,"greeks, olympus, men, cronos",25,,ναῦς εἶμι ἑταῖρος ἀνάσσω κλισία ἱκνέομαι
ὄλλυμι,0,2,20,"destroy, accept, away, lay",7,"destroy, make an end of; kill; doing away with; lose",ὑπεροπλία θυμός οἴομαι κατανεύω ἐτήτυμος Ἀχιλλεύς τιμάω πολύς ναῦς Ἀχαιός
Πηλείων,0,2,36,"peleus, son, nether, world place",18,,ἄχος γίγνομαι ξανθός κόμη αἱρέω οἶος φαίνω
καλός,0,2,-1,,9,"beautiful; beauteous; fair, shapely; beauty",ἀείδω πανημέριος μολπή θεός ἱλάσκομαι παιάν κοῦρος Ἀχαιός μέλπω Ἑκάεργος θυμός δέω
δέπας,0,2,18,"wine, bowl, sweet, drinking",12,"beaker, goblet; bowl",πόσις2 ἐδητύς ἔρος ἵημι κοῦρος κρατήρ ἐπιστέφω ποτός νωμάω πᾶς ἐπάρχω ἀναίσσω
μηρός,0,2,19,"thigh, knee, nail, sheath",12,thigh; his thigh; beside; thigh-bone,ἦτορ στῆθος λάσιος μερμηρίζω φάσγανον ὀξύς ἐρύω1 ἀνίστημι Ἀτρείδης ἐναρίζω χόλος παύω
κρατήρ,0,2,18,"wine, bowl, sweet, drinking",12,"mixing vessel; bowl, in which wine was mixed with water; bowls of wine; a bowl of wine",πᾶς πόσις2 ἐδητύς ἔρος ἵημι κοῦρος ἐπιστέφω ποτός νωμάω ἐπάρχω δέπας θεός
ἕλκω,0,2,33,"throw, crown, choose, hurl",4,"sulcus; velkù; draw, drag; began to drag",ξίφος ὁρμαίνω φρήν θυμός κολεόν μέγας ἔρχομαι Ἀθήνη χείρ
κολεόν,0,2,19,"thigh, knee, nail, sheath",12,"sheath, scabbard; sheath, wing-case",μέγας ξίφος ὁρμαίνω φρήν θυμός ἕλκω ἔρχομαι Ἀθήνη ὠθέω
φιλέω,0,2,2,"dishonour, bend, alive, awe",6,"love, regard with affection; sexual love; friends; to be beloved",ἵημι θεά λευκώλενος Ἥρα ἄμφω θυμός κήδω
κοῦρος,0,2,16,"son, lord, man, old",24,"loppings, twigs stripped from a tree",πόσις2 ἐδητύς ἔρος ἵημι κρατήρ ἐπιστέφω ποτός νωμάω πᾶς ἐπάρχω δέπας πανημέριος
Παλλάς,0,2,22,"greeks, olympus, men, cronos",19,Pallas; coin bearing the head of Pallas; maiden-priestess; five,Ἀθήνη γιγνώσκω πατήρ μέγαρον ἀκούω εὔχομαι φημί κελαινεφής Κρονίων οἶος ἀθάνατος ἀεικής
δαίνυμι,0,2,30,"disperse, prepare, mischief, delight",1,give a banquet; feast; to give; thou shalt be,δαίς1 παύω πόνος τεύχω θυμός δέω ἴσος πρόπας ἦμαρ ἥλιος καταδύω
προσαυδάω,0,2,4,"speak, address, exchange, accost",3,"speak to, address, accost; speak; to one; speak of",φωνέω ἔπος πτερόεις κερτόμιος Ζεύς Κρονίων
αἰγίοχος,0,2,22,"greeks, olympus, men, cronos",18,veho; aegis-bearing,Ζεύς τέκος ἔρχομαι Ὄλυμπος βαίνω δῶμα δαίμων
ὕβρις,0,2,-1,,10,"wanton violence; insolence; in wantonness; lust, lewdness",εἶδον Ἀγαμέμνων Ἀτρείδης τόσος πάρειμι ἀγλαός δῶρον
ἐρύω2,0,2,25,"luo, shut, look gaze, loosen",7,"se-srū; e-serū; protect, guard; lie in wait for",χρή σφωίτερος θεά ἔπος θυμός χολόω υἱός Ἀχαιός παλάμη φορέω δικασπόλος θέμις
πείρω,0,2,28,"cut, leave, draw, stream",2,"pierce, run through; spitted; they stuck; ran",σκῆπτρον βάλλω γαῖα χρύσεος ἧλος μῆρα καίω σπλάγχνον πατέομαι μιστύλλω ὀβελός ὀπτάω
ἠμί,0,2,-1,,17,"say; spake; said; aio, ad-agium",
ποιέω,0,2,28,"cut, leave, draw, stream",2,"make; make, produce; made; to be made with",ἕκαστος εὔχομαι οὐλοχύται προβάλλω αὐερύω πρῶτος σφάζω δέρω μηρός ἐκτέμνω κνῖσα καλύπτω
