lemma,freq,hdbscan,ward_40,ward_80,ward_150,x,y
πῶμα,5,129,21,71,17,4.083168,12.399871
πῶς2,48,110,31,34,113,3.5596912,6.4111924
πῶυ,11,-1,1,41,66,5.2898564,10.378196
σάκος,78,158,1,8,96,4.6006446,11.912094
σάρξ,6,195,1,72,72,5.005829,12.241908
σάφα,19,106,21,10,106,2.3616762,8.145216
σέβας,5,-1,16,26,41,3.3375978,6.8589916
σέλας,12,21,32,65,65,3.9795864,10.9031
σήμερον,9,168,10,0,16,1.8043354,10.363516
σίαλος,8,143,1,8,98,4.5825887,10.712977
σίδηρος,29,169,10,0,16,1.905722,10.454612
σίνομαι,5,-1,37,37,133,1.3165555,12.309878
σανίς,12,149,1,8,46,4.6463976,11.3137245
σβέννυμι,8,-1,32,65,65,1.0054986,13.103857
σείω,13,192,14,16,59,1.5781214,13.188014
σελήνη,7,18,32,65,65,3.7695653,10.340761
σεύω,50,-1,14,16,59,1.3455567,13.187534
σηκός,5,187,12,5,22,5.6367197,11.10042
σημάντωρ,5,-1,23,13,84,2.2030592,10.370521
σημαίνω,15,-1,9,22,26,0.45872208,11.291312
σθένος,40,211,16,31,7,3.826265,11.713099
σιγάω,5,70,31,34,131,4.054665,6.822391
σιγή,12,84,33,33,85,2.835564,6.8690314
σιγαλόεις,21,-1,10,7,4,1.112231,9.677121
σιδήρεος,14,53,1,8,96,3.3935537,9.611269
σιωπή,28,169,10,0,16,1.7955472,10.438428
σκέπας,5,21,38,38,74,4.213735,10.926784
σκίδνημι,10,176,14,16,18,1.6525795,12.902062
σκεδάννυμι,9,193,14,16,59,1.3679391,13.329299
σκηπτοῦχος,8,-1,23,13,56,4.730193,9.05963
σκιάω,6,191,14,16,59,1.5458949,12.59254
σκιόεις,15,-1,10,7,4,1.2289984,9.495077
σκοπιά,13,167,11,23,102,4.4550805,10.730781
σκοπός,13,194,16,26,41,4.1479816,11.456756
σκόλοψ,9,148,11,23,44,4.8533335,11.487625
σκόπελος,9,173,11,23,44,5.06846,11.281726
σκότος,16,215,16,26,41,3.6801472,11.722164
σκύζομαι,7,232,13,11,93,0.6113204,11.903388
σκῆπτρον,34,158,16,26,41,4.4346137,11.796048
σμερδαλέος,36,-1,0,50,2,3.1915994,8.669004
σπάω,14,152,7,76,53,0.86667556,13.378012
σπένδω,31,213,14,29,28,1.8651481,13.374289
σπέος,40,173,11,69,34,4.958376,11.404735
σπέρχω,11,61,13,48,6,0.36124995,12.368414
σπεύδω,20,155,14,12,95,1.1731406,14.287058
σπεῖρον,6,118,1,41,66,3.9991941,12.489531
σπλάγχνον,9,119,1,41,147,3.9598615,12.705244
σπουδή,11,84,33,33,85,2.906243,6.4990454
σπόγγος,5,-1,12,5,5,4.8605967,11.513838
στάθμη,6,167,11,23,126,4.442726,10.918833
στέλλω,10,-1,7,47,50,0.13738902,13.491958
στένω,6,-1,20,66,32,1.5691792,12.169873
στέρνον,19,-1,1,72,72,5.0410967,12.113073
στήλη,7,-1,1,8,98,4.359905,10.895539
στίξ,43,170,11,52,144,4.7740498,10.979786
σταθμός,40,187,11,69,34,5.5139704,11.216222
στείχω,11,-1,7,47,50,0.04046286,13.687137
στενάχω,40,227,20,66,32,1.4689993,11.838897
στεναχίζω,12,227,20,66,32,1.6338791,11.829822
στερεός,8,139,0,50,1,3.3654976,8.929453
στεροπή,6,103,10,0,148,3.0400326,10.693057
στεφάνη,5,-1,1,8,96,4.466645,11.0509615
στεφανόω,5,-1,10,7,4,1.5952412,13.659949
στεῖνος,5,-1,27,40,81,4.97523,11.543055
στεῦμαι,8,185,14,16,59,1.3625237,13.079658
στηρίζω,5,186,14,29,135,1.5982722,13.575574
στιβαρός,33,137,0,50,1,3.3869672,9.134208
στιχάομαι,9,201,14,16,59,1.539073,11.6835985
στοναχή,11,165,12,5,5,2.6594763,11.32015
στονόεις,10,-1,10,7,4,1.1328143,9.613767
στορέννυμι,12,186,14,29,28,1.6637967,13.592212
στρέφω,26,198,7,47,35,1.3901379,14.181107
στρατός,63,170,16,26,41,4.699889,10.979869
στρεπτός,5,132,0,32,15,3.1403856,8.788969
στρωφάω,7,-1,10,7,4,1.9874614,12.486867
στυγέω,10,156,30,61,14,1.773122,12.104115
στυγερός,36,130,0,50,1,3.3082993,8.668965
στυφελίζω,12,186,14,29,135,1.3741574,13.364187
στόμα,28,217,1,72,72,5.069924,12.376931
στόνος,7,-1,12,5,5,3.2796357,11.76802
στόρνυμι,6,186,14,29,28,1.6230348,13.577789
στῆθος,184,-1,1,72,72,5.056944,12.191082
συβώτης,66,24,10,0,16,6.616364,8.698181
συγχέω,6,209,14,16,18,1.5575883,13.264596
συλάω,22,-1,7,76,143,0.7942477,13.145888
συμβάλλω,17,204,7,47,36,0.52182966,14.053857
συμμαχέω,6,136,10,0,16,2.157386,10.634476
συμφράζομαι,5,236,4,27,108,0.03937369,11.635358
συνάγω,9,177,7,47,36,0.22292323,13.660589
συνάντομαι,6,-1,18,18,23,1.0474219,12.649598
συνίημι,17,-1,7,47,36,0.09084022,13.392557
συναγείρω,6,177,7,47,50,0.3312989,13.779833
συντίθημι,13,-1,4,27,21,0.17409928,11.598708
συφορβός,8,-1,12,5,22,5.6990037,9.786944
σφάζω,15,96,14,29,28,2.6210184,13.066925
σφέτερος,10,31,15,20,122,4.7179317,7.955336
σφυρόν,5,216,1,72,72,5.2100005,12.0874
σφός,14,31,15,20,122,4.702602,7.9535985
σχέτλιος,29,44,31,34,131,4.0233808,7.8763824
σχεδία,12,160,0,58,13,4.4357285,10.727323
σχεδόθεν,8,89,21,1,52,2.540603,6.9254394
σχεδόν,67,29,21,1,100,1.9504883,7.423091
σός,201,31,15,20,122,4.7208924,7.937107
σύμπας,8,69,21,77,3,3.119987,7.181231
σύνειμι2,9,-1,7,47,36,0.31534496,13.891251
σώζω,54,8,7,76,143,1.225341,12.454694
σῆμα,48,220,16,26,41,3.9240603,12.031802
σῖτος,64,120,6,45,45,3.58533,12.689015
σῶμα,8,112,1,41,64,4.2346616,12.531796
σῶς,17,31,16,26,103,4.625196,8.036651
τάλαντον,16,-1,3,42,42,3.87333,12.341126
τάπης,10,95,1,8,46,2.280295,13.393175
τάφος,9,194,16,26,41,4.134458,11.425207
τάφρος,38,-1,11,52,144,4.835036,11.092714
τάχα,77,83,31,34,113,3.078777,6.2280025
τέγος,7,-1,27,40,81,4.9913282,11.757172
τέθηπα,15,227,35,35,0,1.3813084,12.106836
τέκμαρ,7,105,26,28,29,3.5029817,11.608741
τέκνον,70,45,15,78,38,5.240694,8.960925
τέκος,52,33,15,78,38,3.0012574,12.440089
τέκτων,12,57,6,46,10,5.311442,9.802329
τέλλω,10,108,10,0,16,0.6911515,10.823273
τέλος,29,219,16,26,41,3.862184,11.804728
τέμενος,13,-1,3,21,70,4.8502545,11.11936
τέμνω,48,95,14,29,33,2.1495826,13.279307
τένων,9,-1,27,40,81,5.0019975,11.875392
τέρας,16,219,16,26,41,3.9043767,11.831161
τέρην,10,-1,0,50,1,3.113899,8.707547
τέρμα,9,129,21,71,17,4.0654616,12.35303
τέρπω,91,-1,0,50,1,0.938142,12.508894
τέρσομαι,6,-1,0,50,1,1.3990428,12.933596
τέσσαρες,17,-1,31,79,79,2.5820897,5.631821
τέταρτος,16,2,31,79,79,2.6026218,6.1489553
τέτμον,9,96,14,29,33,2.298519,13.086536
τέτρατος,6,2,31,79,79,2.5934079,6.1334944
τέχνη,9,136,9,9,99,2.0076425,10.6213045
τέως,10,-1,31,34,113,3.196422,6.3940053
τήκω,7,199,17,70,91,1.7535182,12.79833
τί,23,109,21,10,101,3.388766,6.522976
τίη,11,110,31,34,113,3.6937315,6.386445
τίθημι,362,190,14,29,28,1.1989706,13.664062
τίκτω,123,33,15,78,38,2.780382,12.690672
τίνω,44,156,10,53,117,0.67914635,12.463363
τίπτε,36,110,31,34,113,3.6395876,6.3880954
τίω,51,156,10,53,117,2.2011206,12.649662
ταλαεργός,5,64,0,50,1,3.1772752,9.242403
ταλασίφρων,12,-1,36,17,138,3.8506389,9.148191
ταμία,21,46,1,8,46,5.269922,8.86637
τανηλεγής,7,74,0,19,55,2.4505055,8.715813
τανύπεπλος,7,115,29,14,124,1.9463657,9.45623
τανύω,49,186,14,29,28,1.3386714,13.179825
ταράσσω,6,186,20,66,32,1.7856121,13.654101
ταρβέω,23,228,20,66,32,1.304121,11.967258
ταρφύς,8,-1,0,19,55,2.748237,8.653688
ταχύπωλος,11,42,23,62,30,2.6245687,9.944475
ταχύς,126,69,0,50,1,3.0844738,7.2780704
ταῦρος,23,56,6,46,10,5.5759697,10.107534
τείνω,25,95,14,29,33,2.0854657,13.282849
τείρω,43,176,17,70,91,1.940379,12.582439
τεκμαίρομαι,6,236,4,27,108,0.07426182,11.6769705
τελέθω,11,76,10,53,88,1.8778044,11.689054
τελέω,129,76,10,53,88,1.7892731,11.3017235
τελήεις,6,-1,3,21,119,1.3362938,9.498176
τελαμών,15,158,1,8,96,4.8700304,11.915856
τελεσφόρος,5,6,3,21,119,2.65967,9.8615465
τελευτάω,27,76,10,53,88,1.8342541,11.270328
τελευτή,5,207,16,26,47,2.9369283,11.286803
τερπικέραυνος,13,63,10,63,63,2.0688589,9.589779
τεσσαράκοντα,10,117,31,79,79,2.6128478,5.6176095
τετίημαι,14,200,35,35,0,1.5187857,11.860852
τεός,38,31,15,20,122,4.678518,7.975171
τεύχω,165,76,10,53,88,1.9862792,11.839313
τεῖχος,114,-1,11,52,144,4.8218436,11.047629
τεῦχος,189,112,1,41,64,4.502072,12.477466
τηλεδαπός,8,31,15,20,122,5.0109057,8.179628
τηλεθάω,9,-1,10,7,4,1.416531,9.849216
τηλεκλειτός,6,3,27,55,111,4.234493,9.077356
τηλοῦ,6,89,21,1,52,2.490045,6.991225
τηλόθεν,13,89,21,1,52,2.4291856,6.9689245
τηλόθι,14,89,21,1,52,2.4023418,6.954488
τηλύγετος,8,89,21,1,52,2.5044422,7.1478643
τιμάω,29,156,30,61,14,1.6535506,12.132219
τιμή,36,-1,16,31,7,2.4116106,10.82968
τιμήεις,7,-1,2,44,49,3.1138449,8.049696
τινάσσω,14,186,14,29,28,1.7719691,13.795918
τιταίνω,16,95,14,29,33,2.016166,13.198447
τιτρώσκω,5,82,6,45,45,2.4154453,12.820578
τιτύσκομαι,17,-1,13,48,12,0.7421941,12.348515
τλάω,80,206,4,43,43,-0.4137175,11.536766
τοιγάρ,14,125,31,34,113,3.3724155,6.33641
τοιοῦτος,47,102,21,71,17,3.2406576,6.6934977
τοιόσδε,26,102,21,71,17,3.270808,6.6095867
τοκεύς,38,34,15,78,38,4.9705205,8.823996
τολμάω,9,206,4,43,43,-0.37726724,11.569122
τολυπεύω,6,72,29,14,9,1.8346521,10.094979
τοξάζομαι,5,136,13,48,12,2.1457121,10.58556
τοσοῦτος,6,102,21,71,17,3.2417805,6.6992645
τοσόσδε,13,102,21,71,17,3.272031,6.6677594
τοτέ,5,83,31,34,113,2.9522374,6.1431537
τοὔνεκα,23,125,31,34,113,3.3751142,6.261181
τοῖχος,18,172,11,69,34,5.1231313,11.215314
τράπεζα,36,-1,1,8,46,3.6877058,12.401492
τρέπω,62,142,38,38,74,-0.10894804,13.297283
τρέφω,66,82,15,78,38,2.652877,12.806632
τρέχω,9,-1,20,66,32,0.45141178,13.867482
τρέω,16,-1,20,66,32,1.2652081,12.561794
τρήρων,7,-1,17,70,91,2.156529,12.199352
τρίζω,6,200,35,35,0,1.7078437,11.920367
τρίπους,27,151,6,45,45,4.616082,11.88226
τρίς,47,83,31,34,113,2.9693468,6.214653
τρίτατος,12,2,31,79,79,2.6498342,6.2339115
τρίτος,21,2,31,79,79,2.63314,6.1639113
τρίχα,5,-1,31,34,113,2.7865484,5.813954
τραχύς,11,132,29,14,31,3.1371126,8.959563
τρεῖς,31,-1,31,79,79,2.608595,5.63178
τρητός,7,132,29,14,31,3.1759045,8.852393
τρομέω,9,-1,17,70,91,2.0361526,12.251968
τροφός,15,25,15,78,38,5.641479,8.955352
τροχός,6,188,12,5,22,5.5676565,11.328006
τρυφάλεια,15,-1,1,8,98,4.425672,11.378711
τρωπάω,5,-1,17,70,91,2.0244389,12.278779
τρόμος,15,215,16,26,41,3.425633,11.792953
τρόπις,7,21,38,38,74,4.318249,10.926057
τρύχω,7,-1,17,70,91,2.0240467,12.332298
τρώς,9,15,5,24,94,5.7154813,7.879937
τυγχάνω,33,81,10,0,16,1.2978234,12.817281
τυκτός,5,132,0,32,15,3.0959795,8.81771
τυρός,6,-1,12,5,22,5.5606513,10.891048
τυτθός,31,58,0,50,2,2.7473125,7.520045
τόθι,5,-1,21,71,17,3.1826422,6.4605093
τόκος,5,33,15,78,38,2.9684868,12.474969
τόξον,104,158,1,8,96,4.566933,11.888035
τόφρα,59,124,31,34,113,3.0523438,6.3754015
τύμβος,19,-1,14,29,68,3.0391462,12.817788
τύπτω,40,198,14,29,68,1.6300122,14.149542
τώς,5,109,31,34,113,3.4960854,6.4693737
τῆ,5,110,31,34,113,3.5838244,6.4659276
τῆλε,26,-1,21,1,52,3.0262685,6.4602785
τῆμος,8,124,31,34,113,3.1189892,6.336848
τῇ,34,125,31,34,113,3.3737676,6.2682967
τῇδε,5,102,31,34,113,3.2366843,6.5424285
τῷ,111,110,31,34,113,3.5228128,6.4094963
υἱός,588,45,15,78,38,5.2440853,8.94828
φάλαγξ,33,166,11,52,144,4.589158,11.01597
φάλος,7,158,1,8,96,4.6326075,11.791811
φάος,37,21,32,65,65,3.9246078,11.00027
φάρμακον,24,126,1,41,66,4.06218,12.446054
φάσγανον,24,158,1,8,96,4.567775,11.891961
φάσκω,15,206,4,43,43,-0.3235219,11.468152
φάτνη,7,167,11,23,126,4.4261584,10.840086
φέβομαι,12,114,10,0,16,1.8209093,10.893708
φέριστος,6,-1,31,34,131,4.146272,7.4290757
φέρτατος,41,94,2,44,49,3.4871912,7.701503
φέρω,357,179,3,42,42,0.2765169,13.12614
φίλος,617,-1,16,26,41,4.4862194,7.9651227
φίλτατος,26,94,2,44,49,3.4431067,7.671062
φίλτερος,6,79,2,44,49,3.5201306,7.7774835
φαέθω,5,5,32,65,65,2.0723953,12.622783
φαίδιμος,68,22,24,49,60,5.9286685,8.817136
φαίνω,145,5,32,65,65,1.9825822,12.573245
φαγεῖν,17,82,6,45,45,2.855942,12.919417
φαεινός,83,137,0,50,1,3.3292768,9.160831
φαρέτρα,13,-1,1,41,64,4.297259,11.672657
φείδομαι,9,229,13,11,19,0.41990083,12.155927
φεύγω,155,183,7,47,35,-0.040792674,13.141502
φηγός,8,-1,11,23,102,5.693542,10.88225
φημί,704,-1,9,22,26,0.006064272,10.956768
φθάνω,19,96,7,47,35,1.5104991,13.924993
φθέγγομαι,16,-1,9,22,26,0.15400478,11.305071
φθίω,35,96,17,70,142,2.571266,13.189109
φθινύθω,11,-1,17,70,91,2.0787218,12.276468
φθισήνωρ,5,96,17,70,142,2.6313436,13.162295
φθογγή,5,165,12,5,5,2.7310593,11.26194
φθονέω,6,-1,0,58,13,0.6793244,11.397062
φθόγγος,5,-1,12,5,5,2.9809573,11.568339
φιλέω,71,156,30,61,14,1.9498004,12.135204
φιλήρετμος,7,104,29,14,9,2.4407885,9.543741
φιλομμειδής,6,-1,24,49,60,5.821957,9.19809
φιλοπόλεμος,10,72,29,14,9,2.4327736,9.692051
φιλότης,53,210,16,31,7,3.319613,11.316869
φλόξ,20,21,32,65,65,3.9837022,10.89704
φοβέω,39,-1,20,66,32,1.5515821,12.120019
φοιτάω,18,-1,14,16,18,0.38139227,14.105945
φορέω,44,157,14,16,59,2.01693,12.101494
φοῖνιξ,8,144,1,8,96,5.093228,10.134757
φράζω,95,236,4,27,108,0.10790536,11.689194
φράσσω,5,186,14,29,28,1.8577228,13.841446
φρήν,318,217,1,72,72,5.016587,12.248039
φρίσσω,8,-1,35,35,0,1.6476215,12.406969
φρονέω,90,150,0,58,13,1.8880666,11.68593
φυή,9,211,16,31,7,3.7539656,11.721088
φυλάσσω,38,4,11,52,107,1.532065,12.200919
φυλακή,7,-1,11,52,89,4.2444034,10.97298
φυτεύω,10,-1,10,0,16,1.60714,11.049637
φυτόν,8,60,6,46,146,5.4517107,10.506544
φωνέω,159,-1,9,22,26,0.5510566,11.235844
φωνή,24,168,10,0,16,1.8660792,10.458268
φόβος,39,215,16,26,41,3.5007334,11.685444
φόνος,42,-1,16,26,41,3.8543384,11.452864
φόρμιγξ,19,138,12,5,5,3.0250447,11.726106
φόως,16,215,16,26,41,3.5687156,11.570762
φύγαδε,5,90,21,71,17,4.8438663,6.7965617
φύζα,7,-1,26,67,67,3.4026518,11.1411495
φύλαξ,8,-1,11,52,89,4.7494864,11.0638275
φύλλον,20,60,6,46,146,5.4225783,10.613737
φύλοπις,22,-1,26,67,67,3.527361,11.065785
φύρω,5,192,35,35,0,1.5811998,12.8851795
φύω,34,76,6,46,146,2.1545582,11.839532
φώκη,6,56,25,25,20,5.6527686,10.165634
φώς,92,32,10,0,16,5.2771606,8.616054
φᾶρος,27,159,1,41,64,4.49878,12.1552725
φῆμις,6,-1,24,49,60,5.7245135,10.756804
φῦλον,16,170,23,13,56,4.9238033,10.819397
φῦσα,5,-1,25,25,20,5.6577573,10.220508
χάζω,34,230,13,48,12,0.27164423,12.321862
χάλκειος,30,53,1,8,96,3.3992202,9.59647
χάλκεος,66,52,1,8,96,3.6117,9.519113
χάρις,23,207,35,35,0,3.0719342,11.527239
χάρμα,8,-1,16,26,41,3.6225224,11.582815
χάρμη,24,136,10,0,16,2.3107991,10.487816
χάσκω,8,-1,10,7,4,1.4332339,12.7142315
χέρνιψ,8,-1,25,25,20,6.1315064,9.346997
χέρσος,16,78,22,36,8,4.547627,10.342069
χέω,147,209,14,16,18,1.619032,13.201612
χήν,8,-1,6,46,10,5.620912,10.114419
χήρα,5,46,15,78,38,5.315594,8.931828
χαίρω,93,228,20,30,130,1.1251601,12.0145445
χαίτη,16,-1,10,63,63,4.811701,12.068726
χαλεπαίνω,17,-1,10,0,16,1.9546183,10.525145
χαλεπός,49,-1,0,50,1,3.312401,8.510226
χαλκήρης,25,-1,1,8,96,3.2584188,9.659115
χαλκεύς,6,-1,5,15,118,3.818171,9.623428
χαλκοβαρής,7,42,1,8,96,2.5649245,9.9744
χαλκοβατής,6,-1,0,19,55,2.1132987,9.045554
χαλκοκορυστής,9,42,10,0,16,2.500366,10.054343
χαλκοχίτων,32,42,10,0,16,2.5199645,10.009355
χαλκοῦς,21,-1,10,0,16,2.4899275,10.345671
χαλκός,193,-1,10,0,16,2.6719463,10.256213
χαμάδις,13,89,21,1,52,2.4087079,6.9074235
χαμαί,24,-1,33,33,85,2.5502007,7.085925
χαμᾶζε,29,89,21,1,52,2.2211044,6.9279203
χανδάνω,10,-1,10,7,4,1.4271706,12.737924
χαρίεις,19,-1,2,44,49,2.7834573,8.547223
χαρίζομαι,33,153,35,35,0,0.6350662,11.9005785
χατέω,5,201,10,7,4,1.6802185,11.64843
χατίζω,5,201,10,7,4,1.4398441,11.739504
χείρ,611,217,1,72,72,5.1325903,12.215335
χείρων,16,94,2,44,49,3.4596884,7.6224985
χειμέριος,5,-1,0,50,1,3.4473312,9.584489
χειμών,5,13,32,65,65,3.7467892,10.173247
χερείων,11,94,2,44,49,3.4817913,7.6503263
χερμάδιον,16,158,0,58,13,4.810343,11.735346
χεῖλος,9,217,1,72,72,4.971867,12.474898
χηλός,9,187,12,5,22,5.6141353,11.181779
χθαμαλός,5,131,11,23,102,3.4902143,9.220073
χθιζός,9,58,0,50,2,2.7486176,7.5734587
χθών,77,78,5,24,112,4.562776,10.206797
χιτών,65,159,1,41,64,4.5298038,12.262306
χιών,7,13,32,65,65,3.8424993,10.376083
χλαῖνα,49,159,1,41,64,4.525529,12.147346
χλωρός,16,147,0,50,1,3.43009,8.734433
χολόω,67,191,35,35,0,1.5204514,12.000102
χορός,14,170,16,26,41,4.591204,11.329742
χράω2,17,229,35,35,0,0.4191918,12.145034
χρέος,10,207,16,31,7,3.1237688,11.381825
χρή,51,206,4,43,43,-0.15774947,11.302421
χρίω,17,213,14,29,28,1.8132418,13.47149
χραισμέω,19,202,7,76,53,0.8003812,12.692733
χρεώ,24,207,4,43,43,3.0035596,11.330553
χρυσόθρονος,12,115,29,14,124,1.942348,9.333115
χρυσός,69,-1,10,7,140,3.343433,9.984992
χρόνος,26,194,16,26,41,4.0626225,11.3273
χρύσεος,120,53,1,8,96,3.4134266,9.651206
χρώς,107,112,1,41,64,4.5232687,12.483101
χρῆμα,13,128,1,41,66,4.1634474,12.501255
χωρέω,12,-1,28,60,24,0.6209294,13.796229
χωρίς,6,83,31,34,113,2.83694,5.987274
χόλος,56,215,16,26,41,3.5358021,11.689339
χώομαι,46,232,13,48,6,0.62498623,11.774396
χώρα,9,78,11,69,34,4.8137517,10.446271
χῶρος,32,171,11,69,34,5.120273,10.790081
ψάμαθος,17,-1,11,23,126,4.475115,11.135033
ψεύδω,8,-1,0,58,13,2.5742352,8.4330435
ψεῦδος,11,-1,0,58,13,2.5867803,8.361077
ψυχή,68,217,1,72,72,4.9096284,12.287721
ψυχρός,9,-1,0,50,1,3.4252722,9.180639
ἀάω,18,-1,10,0,16,1.880532,10.982959
ἀέκητι,15,-1,2,68,127,0.84538275,10.545179
ἀέκων,43,-1,2,68,127,0.89471275,10.684303
ἀέξω,19,134,10,0,16,1.5303441,11.005818
ἀήρ,28,18,32,65,65,3.8292542,10.282033
ἀίδηλος,8,66,0,19,54,1.7489347,8.764123
ἀίσσω,61,186,14,29,28,1.8452016,13.854833
ἀίω,21,214,10,0,62,0.7753189,11.394976
ἀγάλλω,7,61,13,48,6,0.59494597,12.36311
ἀγέλη,12,-1,6,46,10,4.8673396,10.770098
ἀγέρωχος,8,42,10,0,16,2.525042,10.05209
ἀγήνωρ,33,-1,10,0,90,2.0711672,10.04044
ἀγήραος,9,66,10,0,90,1.809861,8.923252
ἀγαθός,116,-1,2,2,40,3.8002708,8.779017
ἀγακλεής,5,3,27,55,111,4.376211,9.02916
ἀγακλειτός,11,3,27,55,111,4.3603635,9.051425
ἀγακλυτός,8,3,27,55,111,4.3639345,9.046486
ἀγανός,16,-1,0,58,13,3.3682928,8.869292
ἀγαπάζω,6,232,13,48,6,0.57670283,12.098381
ἀγαπήνωρ,6,-1,24,49,139,7.624471,8.294337
ἀγαπητός,5,44,0,50,2,4.248591,8.35474
ἀγαυός,42,3,10,0,90,4.331828,9.072231
ἀγγέλλω,26,-1,9,22,26,0.26597285,11.225832
ἀγγελία,33,181,9,22,26,2.7263823,11.040369
ἀγείρω,59,177,7,47,50,0.42939076,13.733422
ἀγελαῖος,6,-1,0,50,1,3.3437254,9.296041
ἀγελείη,6,10,5,15,48,6.354982,8.936475
ἀγητός,5,-1,10,0,90,2.0439496,10.187585
ἀγινέω,5,177,7,47,50,0.38306323,13.758906
ἀγκάς,6,217,28,60,110,5.1750336,12.166946
ἀγκυλομήτης,7,42,10,0,115,2.3186963,9.858073
ἀγκών,8,216,1,72,72,5.131212,12.222673
ἀγλαία,6,210,16,31,7,3.3021624,11.160173
ἀγλαός,69,-1,0,50,1,3.986371,8.877739
ἀγνοέω,6,228,20,66,32,1.0730361,11.781975
ἀγορά,67,165,9,22,26,2.8321939,11.277429
ἀγοράομαι,27,-1,9,22,26,0.2598373,10.920345
ἀγορεύω,143,233,10,0,62,0.36249474,11.100111
ἀγορητής,6,-1,10,0,16,2.3540301,10.511479
ἀγοστός,5,-1,10,0,16,1.7730314,10.430403
ἀγρέω,5,70,31,34,131,4.050849,6.803171
ἀγρός,28,171,11,69,34,5.1311507,10.872544
ἀγρότερος,8,56,6,46,10,5.4258375,9.722918
ἀγυιά,10,-1,10,0,16,1.8240327,10.359594
ἀγχίμολος,15,58,21,1,52,2.4793677,7.3185863
ἀγχιμαχητής,6,136,10,0,16,2.245537,10.526739
ἀγχοῦ,28,83,31,34,113,2.9400988,6.3693924
ἀγός,22,50,23,13,56,4.589494,9.322868
ἀγών,29,-1,23,13,56,3.0086718,10.927996
ἀδέω,5,192,35,35,0,1.2931792,12.60407
ἀδελφός,20,-1,15,78,38,5.0262513,8.905911
ἀδινός,11,-1,0,50,2,3.2943296,8.506437
ἀεί,217,84,21,77,3,2.7464423,6.93409
ἀείδω,38,-1,10,0,62,2.25508,11.570039
ἀείρω,67,-1,14,29,28,1.1292859,13.3916645
ἀεικής,51,73,0,19,55,2.193241,8.671418
ἀεικίζω,8,156,13,11,93,0.9017802,12.1658
ἀετός,15,57,12,5,22,5.203203,9.918866
ἀζηχής,5,77,0,19,54,2.1288145,8.388725
ἀθάνατος,185,32,15,20,114,5.341377,8.347631
ἀθέσφατος,8,66,0,19,54,1.6103117,8.602426
ἀθλοφόρος,5,41,2,68,61,2.864759,9.915369
ἀθρέω,5,214,9,9,58,0.9496467,11.54363
ἀθρόος,22,-1,0,19,54,2.1276457,7.823448
ἀκάματος,10,66,0,19,54,1.7576859,8.644914
ἀκέομαι,9,150,28,60,110,1.9673481,11.642409
ἀκέων,17,150,28,60,110,2.0447233,11.564018
ἀκήν,20,-1,28,60,110,2.5801623,11.195673
ἀκήριος,8,66,0,19,54,1.8979181,8.534697
ἀκαχμένος,11,-1,35,35,0,0.9348788,12.345218
ἀκηδής,8,77,0,19,54,2.0177536,8.480226
ἀκλεής,6,77,0,19,54,1.9586802,8.422394
ἀκοντίζω,34,81,1,72,72,1.3845463,13.598654
ἀκούω,171,222,10,0,62,0.7029225,11.173778
ἀκτή,23,78,22,36,8,4.4813232,10.258688
ἀκωκή,15,103,10,0,148,2.7729797,10.819272
ἀκόρητος,6,66,0,19,54,1.7063619,8.610161
ἀλάλημαι,14,180,34,3,86,0.45106348,12.721446
ἀλάομαι,25,180,34,3,86,0.59956187,12.42948
ἀλέγω,9,214,10,0,62,0.6569103,11.48083
ἀλέξω,19,-1,28,59,120,1.4755331,10.765879
ἀλέομαι,33,180,34,3,86,0.4681981,12.547166
ἀλέω,6,180,34,3,86,0.51548743,12.548314
ἀλήθεια,7,106,0,58,13,2.4769354,8.301213
ἀλήτης,10,-1,10,0,115,4.892856,8.89167
ἀλίαστος,7,66,0,19,54,1.8058599,8.622731
ἀλαλητός,8,165,12,5,22,2.7469587,11.212587
ἀλαπάζω,10,202,7,76,53,0.65877193,12.917288
ἀλαπαδνός,7,-1,0,50,1,2.8777142,9.897928
ἀλγίων,6,-1,2,2,25,3.5895302,7.988699
ἀλείφω,10,213,14,29,28,1.8725184,13.602679
ἀλεγίζω,6,214,10,0,62,0.6075777,11.515811
ἀλεγεινός,30,65,0,50,1,3.177134,9.247299
ἀλεγύνω,5,214,10,0,62,0.7168876,11.434331
ἀλεείνω,26,-1,10,0,62,0.43236297,11.151196
ἀληθής,8,106,0,58,13,2.4094262,8.195091
ἀλιταίνω,7,180,34,3,86,0.48866498,12.479697
ἀλκή,67,136,10,0,16,2.1786008,10.571195
ἀλκί,6,210,16,31,7,3.3484116,10.986768
ἀλκτήρ,5,48,23,13,84,3.4143393,10.580144
ἀλλοδαπός,11,31,15,20,122,4.918048,8.134929
ἀλλότριος,13,31,15,20,122,4.8696527,8.082262
ἀλοιφή,9,103,10,0,148,2.734769,10.835371
ἀλωή,21,-1,6,46,146,5.4906816,10.750001
ἀλύσκω,25,-1,10,0,16,1.448683,11.1093
ἀλύω,5,-1,13,48,6,0.85735476,11.68039
ἀμέγαρτος,5,66,26,28,11,1.6584196,8.636889
ἀμέρδω,6,-1,26,28,11,0.34715092,12.796468
ἀμήχανος,10,-1,2,2,40,2.095261,8.515356
ἀμβροσίη,12,-1,0,50,1,3.481441,9.873469
ἀμβρόσιος,25,-1,0,50,1,3.4856458,9.626102
