lemma,freq,hdbscan,ward_40,ward_80,ward_150,x,y
δῶρον,119,-1,3,42,42,3.9272256,12.292983
εἰκοστός,12,2,31,79,79,2.5407267,6.102279
εἰκός,21,68,8,74,149,0.91319144,10.667475
εἰλίπους,9,30,39,39,80,4.2221375,10.00142
εἰλαπίνη,5,30,39,39,80,4.138773,10.261815
εἰλύω,10,192,35,35,0,1.4711769,13.039487
εἰναετής,5,2,31,79,79,2.5661995,6.09741
εἰσάγω,12,224,7,47,50,0.13095993,13.845804
εἰσάντα,5,221,9,9,58,0.044778112,14.055879
εἰσέρχομαι,31,225,7,47,50,0.03385111,14.0413
εἰσαναβαίνω,12,221,7,47,50,0.12220885,14.069711
εἰσαφικνέομαι,10,226,7,47,50,-0.10441017,14.157118
εἰσβαίνω,10,221,7,47,36,0.09810584,14.035188
εἰσείδω,5,214,9,9,58,0.8595896,11.627385
εἰσοράω,69,201,9,9,58,1.3622147,11.542645
εἴβω,9,80,10,7,4,0.9968491,11.037038
εἴδομαι,50,68,8,74,149,0.6985358,10.962073
εἴδω,42,214,9,9,99,0.8215037,11.226806
εἴδωλον,11,220,3,21,70,4.0383725,11.978496
εἴθε,19,51,21,71,17,3.6191547,6.7083783
εἴκελος,15,68,8,74,149,0.81051683,10.632625
εἴκοσι,32,-1,31,79,79,2.6044004,5.6332655
εἴκω,18,68,8,74,149,0.7247599,10.829937
εἴκω2,16,68,8,74,149,0.7324615,10.811513
εἴλω,36,152,34,3,86,0.9875123,13.196159
εἴρω2,5,-1,9,22,125,0.5749938,10.9645
εἴσω,48,92,21,1,52,1.874294,6.9979057
εἶδαρ,14,118,1,41,66,4.000523,12.464269
εἶδον,407,214,9,9,58,0.8872594,11.515126
εἶδος,41,211,16,31,7,3.750199,11.701171
εἶθαρ,9,-1,21,1,82,2.6008067,6.80325
εἶλαρ,5,-1,26,28,11,3.9621105,11.892353
εἶμι,503,225,7,47,50,-0.008793249,14.068324
εἶπον,514,234,9,22,26,0.18409796,11.00068
εἷμα,73,112,1,41,64,4.4297795,12.447523
εἷος,18,125,31,34,113,3.2488985,6.3239865
εἷς,78,-1,31,79,79,2.6200645,5.63874
εὐήρης,6,122,29,14,124,2.2145212,9.028981
εὐδείελος,6,88,29,14,31,2.0060642,9.303113
εὐεργής,18,-1,0,19,55,2.2337406,8.943197
εὐνάζω,6,-1,28,60,24,1.1515015,12.706451
εὐνάω,12,121,28,60,24,1.6267912,12.740713
εὐνή,75,-1,28,60,24,3.1112494,11.519353
εὐπλόκαμος,25,122,29,14,124,2.0284417,9.31863
εὐποίητος,5,122,29,14,124,2.189572,9.108951
εὐρυάγυια,11,43,10,0,16,1.7460893,9.878992
εὐρυμέτωπος,7,-1,29,14,9,2.0806842,9.506467
εὐρύοπα,18,25,5,15,48,5.9572864,8.802474
εὐρύς,149,-1,29,14,31,2.9594066,8.819176
εὐρύχορος,9,88,29,14,31,1.9259309,9.347997
εὐστέφανος,6,122,29,14,124,2.1152294,9.244084
εὐσταθής,8,123,29,14,31,2.3069484,9.0321665
εὐτείχεος,7,88,27,40,81,1.9614259,9.328181
εὐφραίνω,7,156,28,59,120,1.1828185,12.131145
εὐφρονέων,8,150,0,58,13,1.9222267,11.640652
εὐφροσύνη,5,-1,28,59,120,2.9436934,11.359222
εὐχετάομαι,17,201,13,48,12,1.2180821,11.565536
εὐχωλή,12,181,12,5,5,2.7247083,11.156037
εὑρίσκω,77,214,9,9,58,2.7376208,6.3231273
εὔδμητος,11,122,29,14,124,2.2067807,9.199872
εὔζωνος,7,122,29,14,124,2.1648855,9.156859
εὔθρονος,5,122,29,14,124,2.0557106,9.214316
εὔκομος,20,-1,39,39,80,2.0611777,9.318173
εὔκυκλος,6,-1,29,14,124,2.349277,9.186972
εὔξεστος,21,122,29,14,124,2.1940608,9.131297
εὔξοος,15,122,29,14,124,2.128688,9.139462
εὔπεπλος,7,122,29,14,124,2.0757887,9.315068
εὔπηκτος,6,122,29,14,124,2.087593,9.228626
εὔπωλος,5,88,29,14,31,2.031725,9.398338
εὔσελμος,28,104,29,14,9,2.278108,9.386559
εὔσκοπος,5,122,29,14,124,2.1256344,9.144564
εὔτροχος,8,122,29,14,124,2.1134975,9.136196
εὔτυκτος,9,122,29,14,124,2.1250265,9.193792
εὔχομαι,142,-1,13,48,12,0.065577775,11.676812
εὕδω,57,155,14,12,95,1.1281886,14.282732
εὕω,6,213,14,29,28,1.7590091,13.418454
εὖ,202,106,21,10,106,2.3824463,8.224316
εὖτε,27,124,31,34,113,3.2084181,6.2841544
εὖχος,18,-1,26,28,11,3.883653,11.809326
ζάθεος,7,-1,29,14,31,2.7474751,9.290201
ζείδωρος,9,-1,22,57,57,2.7820764,9.28898
ζεύγνυμι,20,186,14,29,28,1.8664879,13.758031
ζεύς,12,28,5,15,48,6.041321,8.648706
ζυγόν,23,135,16,26,41,4.4711614,11.716516
ζυγός,5,135,16,26,41,4.5186405,11.760414
ζωστήρ,17,158,1,8,96,4.753854,11.690605
ζωός,57,86,17,70,142,2.5045803,12.457737
ζόφος,11,18,32,65,65,3.8551364,10.455478
ζώνη,6,159,1,41,64,4.397754,12.020728
ζώννυμι,11,-1,20,56,27,1.6060301,13.057392
ζώω,34,86,17,70,142,2.3630922,12.565908
ζῶ,9,86,17,70,142,2.3706083,12.570828
θάλαμος,63,172,11,69,34,5.1525793,11.166327
θάλασσα,103,78,22,36,8,4.5393286,10.233469
θάλλω,8,200,10,7,4,1.5909474,11.828484
θάμβος,6,215,20,66,32,3.2496037,12.088471
θάμνος,8,-1,14,29,68,3.1226315,12.649614
θάνατος,124,-1,26,28,29,3.592964,11.55497
θάπτω,9,96,14,29,68,2.7121217,13.05468
θάρσος,12,219,16,26,41,3.7325623,11.761935
θέλγω,23,186,10,0,39,1.3410321,13.431864
θέμις,33,207,16,26,47,3.045403,11.547143
θέρος,5,13,32,65,65,3.7176583,10.227484
θέρω,5,114,10,0,16,1.7602891,11.00977
θέσφατος,9,105,0,19,54,3.376232,11.198694
θέω,81,-1,20,66,32,0.22361082,13.958092
θήν,15,109,31,34,113,3.4433002,6.528467
θήρ,14,56,6,46,10,5.5654635,10.113774
θίς,34,167,11,23,126,4.3133445,10.716626
θαλερός,29,130,0,50,1,3.2901883,8.628336
θαμά,9,83,21,71,17,3.1251743,6.3347306
θαμέες,15,-1,0,50,1,3.1080322,8.856939
θαμίζω,5,108,10,0,16,1.67885,10.546217
θαμβέω,16,228,20,66,32,1.2920681,11.944358
θαρσέω,20,70,31,34,131,4.067393,6.8295727
θαρσαλέος,14,107,0,58,13,2.5154839,8.195717
θαρσύνω,13,145,28,59,120,1.1539366,12.544259
θαυμάζω,22,228,20,66,32,1.2576746,11.937774
θαῦμα,18,220,16,26,41,3.7879827,11.923392
θεά,192,27,5,15,48,6.0234857,8.798223
θεάομαι,22,-1,14,16,59,1.1294161,11.85814
θείνω,63,96,14,29,33,2.4854765,13.116648
θεοείκελος,5,68,8,74,149,0.81661046,10.593136
θεοειδής,43,10,10,0,16,6.3892255,8.811846
θεοπροπία,7,181,16,31,7,2.876751,11.107804
θεουδής,6,-1,10,0,148,2.2056084,10.6912565
θεράπων,69,54,23,62,30,4.9511623,9.175335
θερμός,16,147,0,50,1,3.5238378,8.858053
θεσπέσιος,36,-1,0,50,1,3.4872034,9.564561
θεσπιδαής,8,-1,0,19,55,2.1673625,8.765645
θεός,707,-1,5,15,48,5.8840246,8.580712
θεῖον,5,-1,36,17,37,5.685035,8.971852
θεῖος,69,-1,36,17,37,6.096581,8.749814
θηρατήρ,8,48,23,13,84,3.3856754,10.50802
θνήσκω,125,86,17,70,142,2.680986,12.931577
θνητός,41,32,15,20,114,5.253257,8.343503
θοός,146,131,0,50,1,3.483336,9.32319
θοῦρις,16,6,20,30,71,2.954651,10.089105
θοῦρος,18,6,20,30,71,2.9827209,10.108047
θρίξ,13,195,1,72,72,4.8765473,12.20851
θρασύς,22,-1,0,50,1,3.0687392,8.590537
θρόνον,7,172,16,26,41,5.094697,11.278194
θρόνος,47,172,16,26,41,5.1460857,11.293538
θρῆνυς,10,-1,12,5,5,1.5382018,12.918344
θρῴσκω,25,-1,20,66,32,0.6635016,13.73671
θυγάτηρ,102,45,15,78,38,5.3443413,8.973869
θυμαλγής,12,74,0,19,55,2.5122159,8.77283
θυμοβόρος,5,6,20,30,71,2.7516146,9.83395
θυμοραιστής,5,-1,20,30,71,2.3864417,10.530471
θυμοφθόρος,5,6,20,30,71,2.7647364,9.808854
θυμός,711,-1,10,0,16,2.490257,10.477197
θυσανόεις,5,99,10,7,4,1.2788465,9.439026
θωρήσσω,43,4,10,0,16,1.8931867,12.50365
θωρηκτής,5,42,10,0,16,2.5069396,10.078553
θύελλα,20,21,10,0,148,3.812306,10.54612
θύνω,13,-1,20,30,71,1.4382052,12.77841
θύρα,64,160,11,52,144,4.664978,11.098813
θύραζε,27,-1,21,1,52,2.1058269,6.9206643
θύω2,13,-1,20,30,71,1.5345874,12.67367
θώραξ,35,158,1,8,96,4.626677,11.728313
θᾶκος,5,172,11,69,34,5.189939,11.167953
θῆλυς,18,56,6,46,10,5.3835535,9.704042
κάθημαι,37,155,14,12,95,0.82559365,14.292495
κάλη,8,51,21,71,17,3.6581101,6.7461777
κάλλιμος,5,-1,2,44,49,3.575331,8.635785
κάλλος,15,211,16,31,7,3.7632964,11.683798
κάματος,24,215,26,28,29,3.5740018,11.687412
κάμνω,47,95,14,29,33,2.1097114,13.132271
κάμπτω,5,85,14,29,68,1.6965226,13.668694
κάνεον,14,-1,1,41,64,4.830403,11.618083
κάπρος,12,-1,14,29,68,5.5731616,10.218795
κάρα,81,-1,1,72,72,4.7535863,12.024577
κάρηνον,23,-1,37,37,136,4.4139338,12.252095
κάρτος,13,211,16,31,7,3.739918,11.7378435
κάτειμι,8,225,7,47,50,0.027663922,14.018452
κέλευθος,38,206,4,27,21,0.20762213,11.345221
κέλομαι,93,206,4,43,43,-0.2864898,11.622508
κέρας,16,158,1,8,96,4.467036,11.9584
κέρδος,14,128,1,41,66,4.079605,12.420683
κήδω,39,229,13,11,19,0.4689673,11.99245
κήλεος,8,53,1,8,96,3.365493,9.623406
κήρ,75,-1,16,31,7,3.4525638,11.346185
κίθαρις,5,138,12,5,5,3.0877395,11.7550745
κίνυμαι,6,185,14,16,59,1.4814204,12.987911
κίω,102,226,7,47,50,-0.034033723,14.06069
κίων,11,173,11,69,34,5.111744,11.280627
καίνυμαι,18,193,14,16,59,1.4456542,13.219102
καίω,69,199,14,16,59,1.7413247,13.184277
καγχαλάω,5,201,10,7,4,1.540265,11.637575
καθάπτω,12,-1,13,48,12,0.3101193,11.427787
καθέζομαι,24,155,14,12,95,0.90331304,14.322469
καθίζω,37,155,14,12,95,0.93047047,14.330437
καθαίρω,10,212,14,29,28,1.7191967,13.432838
καθαιρέω,6,-1,7,6,83,0.85401195,13.455266
καθαρός,8,147,1,41,147,3.543452,8.803996
καθεύδω,7,155,14,12,95,0.98950076,14.350268
καθύπερθε,21,141,21,1,52,1.8731283,6.682729
κακός,390,-1,16,26,41,3.698585,11.359896
κακότης,21,210,16,31,7,3.327582,11.126207
κακόω,6,191,35,35,0,1.7925563,11.964304
καλέω,110,-1,30,61,14,-0.072470486,11.894038
καλλίθριξ,15,127,23,62,30,5.290005,11.649207
καλλίσφυρος,5,115,29,14,124,2.009039,9.405876
καλλιπάρηος,16,63,29,14,124,2.0507326,9.548897
καλλιπλόκαμος,6,115,29,14,124,2.0142567,9.456262
καλός,293,147,0,50,1,3.5333521,8.738433
καλύπτω,84,85,7,6,83,1.5413532,13.919214
καμπύλος,10,52,1,8,96,3.5862715,9.361523
καπνός,19,-1,32,65,65,2.100932,10.44731
καρδία,50,217,1,72,72,4.952278,12.22358
καρπάλιμος,42,107,0,58,13,2.5194159,8.133188
καρπός,13,60,6,46,146,5.423345,10.600025
καρπός2,11,216,1,72,72,5.21025,12.160045
καρτερός,25,-1,0,50,1,3.6797278,8.780544
κασίγνητος,46,45,15,78,38,5.073562,8.90657
κασιγνήτη,9,45,15,78,38,5.257448,8.885184
κασσίτερος,10,-1,10,7,140,3.3231752,9.83369
κατάγω,11,224,7,47,50,0.124138474,13.76723
κατέδω,11,8,10,0,39,1.2307454,11.295355
κατέπεφνον,16,96,14,29,33,2.4952173,13.170213
κατέρχομαι,17,225,7,47,50,-0.037898198,14.054641
κατέχω,17,-1,7,6,83,0.92641336,13.779251
καταβάλλω,7,85,14,29,68,1.1707536,13.782383
καταβαίνω,27,221,7,47,36,0.13765578,14.043487
καταδέω,10,190,14,29,28,1.158739,13.650152
καταδύω,41,196,7,76,53,0.4915792,13.892901
καταθνήσκω,21,86,17,70,142,2.6158283,13.033907
καταθνητός,7,32,17,70,142,2.724929,12.997605
κατακαίω,7,199,14,16,59,1.8083009,13.188873
κατακείω,16,199,14,16,59,1.8536713,13.113612
κατακρύπτω,5,198,14,29,68,1.5509952,14.129435
κατακτείνω,61,96,14,29,33,2.4986787,13.129604
καταλέγω,57,233,9,22,125,0.19217235,11.212156
καταλείπω,26,142,38,38,74,-0.18364978,12.938908
κατανεύω,19,-1,7,6,109,0.024575682,11.288343
καταπίπτω,21,85,14,29,68,1.4557967,13.712565
καταπαύω,9,178,7,76,143,0.33603853,12.945485
καταπρηνής,6,203,11,52,107,0.89883506,12.888154
καταρρέζω,8,186,14,29,28,1.7408614,13.752645
κατατίθημι,47,190,14,29,28,1.2121496,13.682244
καταφθίω,6,96,17,70,142,2.587356,13.174861
καταχεύω,17,209,14,16,18,1.5433259,13.3040085
κατείβω,6,-1,7,6,83,1.1769744,13.636257
κατερύκω,20,-1,7,6,109,0.63178194,13.149455
κατεσθίω,5,82,6,45,45,2.6953955,12.906148
κατόπισθεν,7,140,21,1,52,1.9368253,6.746594
καυλός,5,-1,1,72,72,5.415188,11.787993
κεάζω,10,193,14,16,59,1.439807,13.360916
κείρω,20,212,14,29,28,1.7961897,13.212869
κείω,7,199,14,16,59,1.9293795,13.031798
κεδάννυμι,10,193,14,16,59,1.430722,13.293288
κεδνός,15,-1,0,50,1,3.4162562,8.542843
κειμήλιον,15,128,1,41,66,4.156049,12.492425
κελαινεφής,17,-1,0,19,55,2.255717,8.748976
κελαινός,16,137,0,50,1,3.347775,9.099407
κελεύω,178,206,4,43,43,-0.14908631,11.410917
κενεών,5,-1,1,72,72,5.357357,11.927996
κενός,7,139,0,50,1,3.5296664,8.787716
κεράννυμι,7,212,14,29,28,1.623013,13.212046
κεράω,5,-1,14,16,59,1.661256,12.872814
κεραίζω,8,-1,13,11,93,0.8574309,12.337777
κεραυνός,18,75,12,51,51,2.974966,10.396319
κερδίων,29,79,2,44,49,3.5074754,7.8206635
κερτομέω,7,150,0,58,13,1.9230407,11.659001
κερτόμιος,6,-1,0,58,13,2.8276875,9.12413
κεφαλή,132,217,1,72,72,4.918821,12.215064
κεύθω,14,222,4,27,21,0.46598104,11.42333
κεῖμαι,184,155,14,12,95,0.9296042,14.3066
κεῖνος,58,-1,31,34,113,3.2306066,6.5048842
κηρόθι,8,89,21,1,52,2.4751713,6.9412513
κηρύσσω,8,4,9,22,26,1.4250077,12.18823
κικλήσκω,14,-1,30,61,14,0.018754376,11.89838
κινέω,22,121,28,60,24,1.3466599,12.861377
κιρνάω,6,212,14,16,18,1.739904,13.125601
κιχάνω,57,-1,38,38,141,-0.09244385,14.018003
κλάζω,17,200,35,35,0,1.8136191,11.820541
κλέος,61,219,16,26,41,3.828318,11.752071
κλέπτω,6,198,14,29,68,1.5905617,14.204983
κλίνω,42,-1,7,47,36,1.5806944,13.234182
κλαίω,80,228,20,66,32,1.072078,11.902415
κλαγγή,8,165,12,5,5,2.7797723,11.273316
κλαυθμός,7,138,12,5,5,2.8383694,11.677707
κλείς,32,149,11,52,89,4.677847,11.293808
κλείω,6,186,14,29,28,1.6659871,13.624258
κλειτός,16,132,0,32,15,3.7782805,9.040026
κλισία,118,160,11,52,89,4.642749,10.971401
κλισίηθεν,7,160,11,52,89,5.0784426,7.147712
κλισμός,16,160,11,52,89,5.006983,11.199024
κλονέω,20,157,14,16,59,2.034557,12.095763
κλυτός,69,-1,0,32,15,3.9300427,9.047596
κλόνος,7,194,12,5,5,3.7797244,11.575649
κλύω,91,-1,4,27,21,0.43809435,11.477363
κλῆρος,18,194,16,26,41,4.105041,11.499137
κνέφας,16,18,32,65,65,3.8147047,10.471174
κνήμη,16,195,1,72,72,4.9067936,12.10489
κνημίς,8,-1,1,8,46,4.6998167,11.781227
κνημός,7,188,11,23,102,5.507207,11.231268
κνῖσα,15,113,6,45,45,3.3751743,12.444272
κοίρανος,7,50,23,13,56,4.4681926,9.5193405
κοιμάω,39,-1,6,45,45,1.8985792,12.816796
κοιρανέω,10,42,23,13,56,2.3130605,11.716487
κολεόν,10,182,12,5,22,5.4906497,11.487479
κολλητός,10,-1,29,14,124,2.8507621,9.2916355
κομάω,33,201,10,7,4,1.5280623,11.671003
κομέω,7,157,14,16,59,1.9753463,12.050818
κομίζω,30,-1,14,29,28,0.5990886,13.272441
κομιδή,7,207,16,31,7,3.0662448,11.312463
κονία,66,149,20,66,32,4.050025,11.266332
κονίω,6,192,20,66,32,1.646782,13.119732
κοναβέω,5,227,20,66,32,1.5213274,12.015076
κορέννυμι,21,-1,34,3,137,0.7376314,12.789088
κορυθαίολος,39,22,24,49,139,5.930756,8.747981
κορυφή,27,167,11,23,102,4.583366,10.712117
κορωνίς,17,-1,11,52,89,3.5488312,9.517932
κορύσσω,26,192,35,35,0,1.5376936,12.865629
κορώνη,9,162,1,8,46,4.1946383,11.852007
κοσμέω,12,121,28,60,24,1.3533416,12.915332
κοτέω,19,201,10,53,117,1.3476712,11.847464
κοτύλη,5,162,1,8,98,4.377376,11.421742
κουρίδιος,15,46,0,58,13,5.3251314,8.948752
κοῖλος,55,131,1,8,98,3.5155315,9.30781
κοῖτος,10,113,6,45,45,3.3472936,12.424399
κοῦρος,22,46,25,25,105,5.352674,8.937859
κράς,30,-1,1,72,72,5.0381765,11.98676
κράτιστος,11,93,2,44,49,3.3431892,7.634972
κράτος,30,219,16,26,41,3.8370485,11.795688
κρέας,40,119,6,45,45,3.8138256,12.739362
κρήδεμνον,14,-1,1,41,64,4.3650866,12.40905
κρήνη,18,166,22,57,57,4.5168467,10.71626
κρίνω,33,8,7,47,36,1.1685402,12.873898
κραίνω,10,-1,37,37,136,0.9722263,12.267445
κραιπνός,20,130,0,50,2,3.1028574,8.71099
κραναός,6,65,0,50,1,3.1708548,9.254156
κρατέω,12,-1,23,13,56,2.3894067,12.021472
κρατήρ,38,120,6,45,45,3.658337,12.798549
κραταιός,13,136,0,50,1,2.1144364,10.311117
κρατερός,157,-1,0,50,1,3.4617016,8.845936
κρατερῶνυξ,7,127,23,62,30,5.2837176,11.642584
κρείσσων,14,94,2,44,49,3.4850585,7.6530933
κρείων,63,28,5,15,48,6.0619736,8.461981
κρεμάννυμι,6,81,14,29,28,1.4911304,13.346308
κρημνός,6,188,11,23,44,5.5511894,11.258968
κρόταφος,11,148,1,41,64,5.0349393,11.818792
κρύπτω,11,198,14,29,68,1.6107163,14.1948805
κρῖ,6,119,6,45,45,3.8672075,12.787802
κτάομαι,5,179,4,27,108,0.3082641,12.9386015
κτέαρ,14,148,1,41,64,5.089942,11.67668
κτέρεα,5,118,14,29,33,4.055811,12.532178
κτείνω,146,96,14,29,33,2.4694986,13.147277
κτερίζω,5,96,14,29,33,2.4995944,13.127105
κτυπέω,8,-1,38,38,74,1.7269934,12.163528
κτύπος,10,-1,12,5,5,3.2252269,11.694791
κτῆμα,55,128,1,41,66,4.1608844,12.487095
κτῆσις,10,-1,6,45,45,3.6665556,12.417674
κυάνεος,17,53,1,8,96,3.3620455,9.507666
κυανοχαίτης,7,42,10,63,63,2.4706485,10.0135975
κυανόπρῳρος,11,-1,22,36,8,2.5240507,9.661846
κυβερνήτης,9,78,22,36,8,4.7902904,9.800495
κυδάλιμος,31,42,20,30,71,2.4626305,10.105515
κυδαίνω,7,-1,20,30,71,1.3157771,12.287236
κυδιάνειρα,9,42,20,30,71,2.2538247,10.163135
κυδοιμός,7,111,20,30,71,2.6858778,10.550168
κυκάω,11,227,35,35,0,1.7055162,12.142122
κυλίνδω,22,155,13,48,6,1.0857044,13.713355
κυνέη,26,162,1,8,96,4.4117794,11.549917
κυνέω,21,-1,20,66,32,1.3887854,13.028124
κυνώπης,6,25,25,25,20,5.8461304,9.032088
κωκύω,11,228,20,66,32,1.2332754,12.058105
κόλπος,15,171,8,64,129,4.959482,10.726224
κόμη,13,-1,1,72,72,4.723651,12.116844
κόνις,9,149,20,66,32,4.044988,11.195506
κόπρος,8,-1,14,29,68,5.4075637,10.509225
κόπτω,16,198,14,29,68,1.5761199,14.170253
κόρη,99,46,25,25,105,5.3850946,8.965301
κόρος2,22,46,25,25,105,5.388308,8.937194
κόρυς,46,-1,1,8,96,4.628974,11.733542
κόσμος,18,-1,8,64,129,3.8444579,11.127908
κότος,7,215,16,26,41,3.5351677,11.627821
κύδιστος,20,62,31,34,131,4.218732,7.27613
κύκλος,9,-1,8,64,129,4.919467,10.90108
κύντερος,5,79,2,44,49,3.501793,7.7892
κύπελλον,10,-1,1,41,64,3.8272955,12.511816
κύρμα,5,105,26,28,29,3.5679817,11.262177
κύων,111,56,6,46,10,5.521782,10.107963
κώπη,7,-1,38,38,74,4.338584,11.260231
κῆδος,46,128,1,41,66,4.120555,12.459946
κῆπος,6,171,11,69,34,5.1316423,10.882387
κῆρ,75,-1,10,0,16,2.047829,10.402669
κῆρυξ,85,-1,5,15,76,5.7821994,8.673258
κῆτος,7,-1,6,46,146,5.1848407,10.298214
κῦδος,76,219,16,26,41,3.8316324,11.801148
κῦμα,105,78,22,36,8,4.4955916,10.325467
κῶας,11,-1,1,41,66,4.7342553,10.702802
λάβρος,5,-1,25,25,105,3.6121767,9.652517
λάζομαι,16,230,13,48,12,0.28442448,12.302611
λάθρῃ,13,-1,16,31,7,3.4820068,11.0496235
λάινος,9,143,26,67,67,4.2805834,10.12332
λάμπω,23,5,32,65,65,1.92563,12.972603
λάξ,8,-1,0,32,15,2.8098862,8.241589
λάσκω,5,199,35,35,0,1.6405088,12.80294
λέβης,22,120,6,45,45,3.6700907,12.804091
λέγω,21,233,9,22,125,0.2060031,11.183926
λέγω2,17,233,9,22,125,0.1735107,11.239982
λέγω3,12,233,9,22,125,0.18495783,11.15354
λέκτρον,7,172,1,41,64,5.064043,11.418434
λέχος,46,172,1,41,64,5.0499954,11.402103
λέων,56,56,6,46,10,5.6127243,10.119625
λήγω,18,178,7,76,143,0.18490012,13.022616
λίθος,26,135,16,26,41,4.637121,11.293697
λίμνη,10,78,22,36,8,4.6301804,10.312997
λίνον,6,-1,0,32,15,5.3067503,10.93551
λίπα,8,51,21,71,17,3.6618373,6.744911
λίς,7,143,0,32,15,5.0754285,10.372242
λίς2,5,143,0,32,15,4.4227586,10.47701
λίσσομαι,72,235,13,48,12,0.14092636,11.976722
λαγχάνω,29,-1,3,42,42,0.5086142,13.28816
λαιμός,5,-1,1,72,72,5.362819,11.977968
λαιψηρός,10,130,0,50,2,2.9502835,8.602374
λαμβάνω,126,-1,3,42,42,0.6187442,13.365017
λαμπρός,12,147,0,50,1,3.4697824,8.785666
λανθάνω,85,231,4,27,21,0.41716027,12.048044
λαοσσόος,6,-1,16,26,103,4.8145037,9.513819
λαπάρα,7,85,14,29,28,1.4489323,13.686294
λαός,285,-1,23,13,56,5.247203,8.875663
λαῖλαψ,13,143,26,67,67,4.040913,10.438552
λαῖτμα,9,143,26,67,67,4.236708,10.530629
λείβω,20,212,10,7,4,1.7638103,13.289356
λείπω,158,142,38,38,74,-0.18032336,13.028281
λειμών,12,171,11,23,102,5.182129,10.786923
λεπτός,20,147,0,50,1,3.4263408,8.849245
λευγαλέος,14,130,0,50,1,3.1959155,8.783236
λευκός,59,147,0,50,1,3.4990466,8.791055
λευκώλενος,38,25,5,15,48,5.83527,8.865437
λεύσσω,12,4,11,52,107,1.4721034,12.212538
λεῖος,8,132,29,14,31,3.206181,8.882225
ληίς,11,-1,5,24,112,5.701103,7.502129
λιάζομαι,13,230,13,48,12,0.39557976,12.1807375
λιαρός,8,-1,0,50,1,3.2657986,8.9826765
λιγυρός,7,130,0,50,1,3.1337745,8.787778
λιγύς,26,-1,0,50,1,3.0776358,8.525327
λιγύφθογγος,5,-1,12,5,5,2.9170911,11.213082
λιλαίομαι,22,235,13,48,12,0.10253079,11.988984
λιμήν,33,78,22,36,8,4.5721254,10.317615
λιμός,8,168,10,0,16,1.8813918,10.452391
λιπαρός,23,139,0,50,1,3.3527856,8.949163
λιτανεύω,6,235,13,48,12,0.13260731,12.015243
λοιγός,22,111,12,5,22,3.1850321,11.1706915
λουτρόν,8,-1,1,41,64,2.95611,12.220584
λοχάω,10,191,10,7,4,1.5318675,11.514802
λούω,43,213,14,29,28,1.7814908,13.464493
λυγρός,59,130,0,50,1,3.336107,8.753307
λωίων,7,79,2,44,49,3.4553995,7.793038
λωτός,8,-1,0,32,15,5.559743,10.906272
λόφος,15,135,16,26,41,4.8194494,11.397959
λόχος,18,170,16,26,41,4.7669554,11.227346
λύκος,10,56,6,46,10,5.6209335,10.147969
λύω,133,152,7,76,53,0.8888538,13.2205515
λώβη,11,207,16,31,7,3.1697812,11.085908
λᾶας,22,143,1,41,64,4.5811667,10.517693
μάκαρ,34,32,15,20,114,5.340136,8.361964
μάλιστα,82,69,2,44,49,3.235158,7.312192
μάντις,17,-1,5,15,76,5.4523253,9.535269
μάρναμαι,54,176,20,30,130,1.82403,12.670106
μάρπτω,15,198,14,29,68,1.5956507,14.177
μάρτυρος,8,1,23,13,84,1.2381492,10.108591
μάστιξ,22,162,1,8,96,4.111808,11.561045
μάχη,134,-1,19,4,78,3.4778812,11.351388
μάχομαι,240,136,10,0,16,2.1214576,10.565532
μάψ,8,-1,0,50,2,2.7485638,8.008005
μέγαρον,262,172,11,69,34,5.1369333,11.275701
μέγας,707,-1,0,50,1,3.2281184,8.21655
μέγεθος,8,211,16,31,7,3.7276523,11.717041
μέδομαι,15,-1,10,0,16,1.8094002,11.163158
μέδων,24,-1,10,0,16,1.9747236,11.289907
μέθυ,13,120,6,45,45,3.6277354,12.84297
μέλαθρον,7,-1,10,0,16,2.021615,11.36371
μέλας,171,137,0,50,1,3.3683875,9.126441
μέλεος,5,-1,16,26,41,3.5209873,11.569938
μέλι,7,119,6,45,45,3.742688,12.814238
μέλινος,14,52,1,8,96,3.6919868,9.542524
μέλλω,83,206,4,43,43,-0.35782057,11.522483
μέλος,23,-1,1,41,64,4.994521,11.971348
μέλπω,5,-1,10,0,39,-0.052775104,12.130811
μέλω,60,-1,10,0,16,1.7389339,11.137569
μέμαα,110,200,10,7,4,1.3687233,11.616417
μέμονα,13,206,4,43,43,-0.35642147,11.533188
μένος,179,219,1,8,96,3.888343,11.768659
μένω,175,-1,17,75,75,1.9701036,12.872183
μέρμερος,6,-1,1,41,66,4.002872,12.317568
μέροψ,10,32,15,20,114,5.2936177,8.371762
μέσαυλος,5,0,11,23,44,1.9989685,7.7443967
μέσος,143,0,11,23,44,2.016812,7.4678473
μέτειμι,16,114,38,38,141,1.5887771,10.918263
μέτρον,14,129,26,28,11,4.0236654,12.291448
μέτωπον,12,216,1,72,72,4.7660913,12.237735
μήδομαι,31,236,4,27,108,0.151969,11.591339
μήστωρ,17,48,23,13,84,3.829125,10.442324
μήτηρ,191,45,15,78,38,5.288135,8.927456
μίγνυμι,75,-1,37,37,133,1.6431711,12.711361
μίμνω,45,-1,17,75,75,1.9792011,12.800445
μίνυνθα,14,58,0,50,2,2.6169991,7.407253
μαίνομαι,22,-1,37,37,133,1.3619816,12.327783
